eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Egalitarian,Individual Time In Egalitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Nash,Individual Time In Nash,Utilitarian,Individual Time In Utilitarian,PoA,PoS
c55231e6-b5f9-4fce-89a4-d516f1fca0eb,1,False,"[(109, 76)]",288,254,86,67,288,109,185,185,109,185,109,185,109,185,109,185,109,185,109,185,109,185,109,185,109,185,109,185,109,185.0,109.0,185.0,109.0,185.0,109.0,185.0,109.0,1.0,1.0
c55231e6-b5f9-4fce-89a4-d516f1fca0eb,1,False,"[(76, 109)]",254,288,67,86,254,76,185,185,76,185,76,185,76,185,76,185,76,185,76,185,76,185,76,185,76,185,76,185,76,185.0,76.0,185.0,76.0,185.0,76.0,185.0,76.0,1.0,1.0
70393c98-b0f7-4a5c-a8e4-69bcf1941815,0,False,"[(120, 97), (87, 110)]",276,322,73,87,276,90,191,197,87,197,87,197,87,197,87,217,120,197,87,197,87,197,87,197,87,217,120,197,87,197.0,87.0,201.97270000000003,95.20490000000001,197.0,87.0,197.0,87.0,1.1361256544502618,1.031413612565445
70393c98-b0f7-4a5c-a8e4-69bcf1941815,0,False,"[(97, 120), (110, 87)]",322,276,87,73,322,101,191,197,110,197,110,197,110,197,110,217,97,197,110,197,110,197,110,197,110,217,97,197,110,197.0,110.0,201.97270000000003,106.7678,197.0,110.0,197.0,110.0,1.1361256544502618,1.031413612565445
1370ba03-2e8c-4655-b7d2-996066228663,0,False,"[(71, 60), (79, 56)]",256,210,50,43,256,70,129,135,79,131,71,131,71,131,71,131,71,135,79,131,71,131,71,131,71,135,79,131,71,135.0,79.0,132.50099999999998,74.00200000000001,131.0,71.0,131.0,71.0,1.0465116279069768,1.0155038759689923
1370ba03-2e8c-4655-b7d2-996066228663,0,False,"[(60, 71), (56, 79)]",210,256,43,50,210,59,129,135,56,131,60,131,60,131,60,131,60,135,56,131,60,131,60,131,60,135,56,131,60,135.0,56.0,132.50099999999998,58.498999999999995,131.0,60.0,131.0,60.0,1.0465116279069768,1.0155038759689923
0fef8c8a-32ee-4177-a8cd-e83febddae55,11,False,"[(91, 136), (102, 113), (156, 111)]",276,276,82,89,276,102,215,227,91,215,102,215,102,215,102,215,102,215,102,215,102,215,102,215,102,267,156,215,102,225.2142,112.6071,217.85670000000005,99.38140000000001,215.0,102.0,215.0,102.0,1.241860465116279,1.0
0fef8c8a-32ee-4177-a8cd-e83febddae55,11,False,"[(136, 91), (113, 102), (111, 156)]",276,276,89,82,276,113,215,227,136,215,113,215,113,215,113,215,113,215,113,215,113,215,113,215,113,267,111,215,113,225.2142,112.6071,217.85670000000005,118.4753,215.0,113.0,215.0,113.0,1.241860465116279,1.0
a17211d0-72e9-4323-9935-74ad80fb4273,22,False,"[(100, 89)]",332,320,80,68,332,100,189,189,100,189,100,189,100,189,100,189,100,189,100,189,100,189,100,189,100,189,100,189,100,189.0,100.0,189.0,100.0,189.0,100.0,189.0,100.0,1.0,1.0
a17211d0-72e9-4323-9935-74ad80fb4273,22,False,"[(89, 100)]",320,332,68,80,320,89,189,189,89,189,89,189,89,189,89,189,89,189,89,189,89,189,89,189,89,189,89,189,89,189.0,89.0,189.0,89.0,189.0,89.0,189.0,89.0,1.0,1.0
80ae6635-a738-4d41-b2c3-05ce03d6ff96,11,False,"[(189, 112), (180, 147)]",320,254,117,74,320,189,301,301,189,327,180,301,189,301,189,327,180,301,189,327,180,301,189,301,189,327,180,301,189,307.5,186.75,306.3784,187.1382,301.0,189.0,301.0,189.0,1.0863787375415281,1.0
80ae6635-a738-4d41-b2c3-05ce03d6ff96,11,False,"[(112, 189), (147, 180)]",254,320,74,117,254,112,301,301,112,327,147,301,112,301,112,327,147,301,112,327,147,301,112,301,112,327,147,301,112,307.5,120.75,306.3784,119.24019999999999,301.0,112.0,301.0,112.0,1.0863787375415281,1.0
181b63b2-ef97-4d77-ab32-90e1cd1f6e08,22,False,"[(144, 133), (148, 115), (135, 180)]",288,254,108,101,288,148,263,263,148,277,144,263,148,263,148,277,144,263,148,263,148,263,148,263,148,315,135,263,148,263.0,148.0,270.64290000000005,145.8163,263.0001,148.0,263.0,148.0,1.1977186311787071,1.0
181b63b2-ef97-4d77-ab32-90e1cd1f6e08,22,False,"[(133, 144), (115, 148), (180, 135)]",254,288,101,108,254,115,263,263,115,277,133,263,115,263,115,277,133,263,115,263,115,263,115,263,115,315,180,263,115,263.0,115.0,270.64290000000005,124.82660000000001,263.0001,115.0001,263.0,115.0,1.1977186311787071,1.0
5f96c253-56a5-4664-8d3a-57bf08c717b7,0,False,"[(106, 95), (110, 87), (103, 114)]",256,210,85,73,256,101,191,197,110,201,106,197,110,197,110,201,106,197,110,197,110,197,110,197,110,217,103,197,110,197.0,110.0,199.007,107.993,197.0,110.0,197.0,110.0,1.1361256544502618,1.031413612565445
5f96c253-56a5-4664-8d3a-57bf08c717b7,0,False,"[(95, 106), (87, 110), (114, 103)]",210,256,73,85,210,90,191,197,87,201,95,197,87,197,87,201,95,197,87,197,87,197,87,197,87,217,114,197,87,197.0,87.0,199.007,91.014,197.0,87.0,197.0,87.0,1.1361256544502618,1.031413612565445
3a1deaa7-8af4-45e5-aa5a-7cee0f2b3e74,12,False,"[(224, 213)]",562,574,210,204,562,224,437,437,224,437,224,437,224,437,224,437,224,437,224,437,224,437,224,437,224,437,224,437,224,437.0,224.0,437.0,224.0,437.0,224.0,437.0,224.0,1.0,1.0
3a1deaa7-8af4-45e5-aa5a-7cee0f2b3e74,12,False,"[(213, 224)]",574,562,204,210,574,213,437,437,213,437,213,437,213,437,213,437,213,437,213,437,213,437,213,437,213,437,213,437,213,437.0,213.0,437.0,213.0,437.0,213.0,437.0,213.0,1.0,1.0
b7d1c86a-4983-4d1f-b8af-e95cc5157fd5,22,False,"[(186, 141), (103, 148)]",310,332,89,124,310,103,251,251,103,251,103,251,103,251,103,327,186,251,103,251,103,251,103,251,103,327,186,251,103,270.4222,124.21109999999999,257.3648,109.951,251.0,103.0,251.0,103.0,1.302788844621514,1.0
b7d1c86a-4983-4d1f-b8af-e95cc5157fd5,22,False,"[(141, 186), (148, 103)]",332,310,124,89,332,148,251,251,148,251,148,251,148,251,148,327,141,251,148,251,148,251,148,251,148,327,141,251,148,270.4222,146.2111,257.3648,147.4138,251.0,148.0,251.0,148.0,1.302788844621514,1.0
7a3918f4-3d98-450b-b1f7-560bf1be14df,0,False,"[(420, 397)]",1070,1024,402,383,1070,411,811,817,420,817,420,817,420,817,420,817,420,817,420,817,420,817,420,817,420,817,420,817,420,817.0,420.0,817.0,420.0,817.0,420.0,817.0,420.0,1.0073982737361282,1.0073982737361282
7a3918f4-3d98-450b-b1f7-560bf1be14df,0,False,"[(397, 420)]",1024,1070,383,402,1024,400,811,817,397,817,397,817,397,817,397,817,397,817,397,817,397,817,397,817,397,817,397,817,397,817.0,397.0,817.0,397.0,817.0,397.0,817.0,397.0,1.0073982737361282,1.0073982737361282
08e694ac-ee10-49aa-893f-de3390b6eca0,23,False,"[(479, 456)]",706,826,250,258,706,470,929,935,479,935,479,935,479,935,479,935,479,935,479,935,479,935,479,935,479,935,479,935,479,935.0,479.0,935.0,479.0,935.0,479.0,935.0,479.0,1.0064585575888052,1.0064585575888052
08e694ac-ee10-49aa-893f-de3390b6eca0,23,False,"[(456, 479)]",826,706,258,250,826,459,929,935,456,935,456,935,456,935,456,935,456,935,456,935,456,935,456,935,456,935,456,935,456,935.0,456.0,935.0,456.0,935.0,456.0,935.0,456.0,1.0064585575888052,1.0064585575888052
782446e4-e4aa-497d-8e8e-ee0421dd01a4,22,False,"[(159, 182)]",398,398,159,150,398,162,335,341,159,341,159,341,159,341,159,341,159,341,159,341,159,341,159,341,159,341,159,341,159,341.0,159.0,341.0,159.0,341.0,159.0,341.0,159.0,1.017910447761194,1.017910447761194
782446e4-e4aa-497d-8e8e-ee0421dd01a4,22,False,"[(182, 159)]",398,398,150,159,398,173,335,341,182,341,182,341,182,341,182,341,182,341,182,341,182,341,182,341,182,341,182,341,182,341.0,182.0,341.0,182.0,341.0,182.0,341.0,182.0,1.017910447761194,1.017910447761194
cfcbe1a1-dc78-44f3-90eb-c925b9899073,0,False,"[(85, 74), (81, 92), (77, 100)]",276,322,59,63,276,85,159,159,85,159,85,159,85,159,85,159,85,177,77,173,81,159,85,159,85,177,77,159,85,177.0,77.0,163.9891,82.7826,159.0,85.0,159.0,85.0,1.1132075471698113,1.0
cfcbe1a1-dc78-44f3-90eb-c925b9899073,0,False,"[(74, 85), (92, 81), (100, 77)]",322,276,63,59,322,74,159,159,74,159,74,159,74,159,74,159,74,177,100,173,92,159,74,159,74,177,100,159,74,177.0,100.0,163.9891,81.2065,159.0,74.0,159.0,74.0,1.1132075471698113,1.0
b0944964-d912-4577-9b94-f764bcb675b5,0,False,"[(77, 88)]",276,322,63,74,276,77,165,165,77,165,77,165,77,165,77,165,77,165,77,165,77,165,77,165,77,165,77,165,77,165.0,77.0,165.0,77.0,165.0,77.0,165.0,77.0,1.0,1.0
b0944964-d912-4577-9b94-f764bcb675b5,0,False,"[(88, 77)]",322,276,74,63,322,88,165,165,88,165,88,165,88,165,88,165,88,165,88,165,88,165,88,165,88,165,88,165,88,165.0,88.0,165.0,88.0,165.0,88.0,165.0,88.0,1.0,1.0
7352ba24-6259-47cc-b2c0-c334058c1dcf,1,False,"[(91, 114)]",298,310,82,85,298,94,199,205,91,205,91,205,91,205,91,205,91,205,91,205,91,205,91,205,91,205,91,205,91,205.0,91.0,205.0,91.0,205.0,91.0,205.0,91.0,1.0301507537688441,1.0301507537688441
7352ba24-6259-47cc-b2c0-c334058c1dcf,1,False,"[(114, 91)]",310,298,85,82,310,105,199,205,114,205,114,205,114,205,114,205,114,205,114,205,114,205,114,205,114,205,114,205,114,205.0,114.0,205.0,114.0,205.0,114.0,205.0,114.0,1.0301507537688441,1.0301507537688441
87c4ed15-8cf4-4ecc-a66a-e38390005e9e,0,False,"[(87, 110)]",276,310,76,87,276,90,191,197,87,197,87,197,87,197,87,197,87,197,87,197,87,197,87,197,87,197,87,197,87,197.0,87.0,197.0,87.0,197.0,87.0,197.0,87.0,1.031413612565445,1.031413612565445
87c4ed15-8cf4-4ecc-a66a-e38390005e9e,0,False,"[(110, 87)]",310,276,87,76,310,101,191,197,110,197,110,197,110,197,110,197,110,197,110,197,110,197,110,197,110,197,110,197,110,197.0,110.0,197.0,110.0,197.0,110.0,197.0,110.0,1.031413612565445,1.031413612565445
63ca6207-bdde-49fa-9f98-15f9dae09201,22,False,"[(238, 215), (230, 219)]",706,706,206,206,706,229,447,453,238,449,230,449,230,449,230,449,230,449,230,449,230,449,230,449,230,453,238,449,230,449.0,230.0,450.30590000000007,232.61180000000002,449.0,230.0,449.0,230.0,1.0134228187919463,1.0044742729306488
63ca6207-bdde-49fa-9f98-15f9dae09201,22,False,"[(215, 238), (219, 230)]",706,706,206,206,706,218,447,453,215,449,219,449,219,449,219,449,219,449,219,449,219,449,219,449,219,453,215,449,219,449.0,219.0,450.30590000000007,217.6941,449.0,219.0,449.0,219.0,1.0134228187919463,1.0044742729306488
3906e1c8-a2dc-45b8-94ca-2ff48abee76f,11,False,"[(103, 92), (107, 84)]",276,276,75,75,276,98,185,191,107,195,103,191,107,191,107,195,103,195,103,195,103,191,107,191,107,195,103,191,107,195.0,103.0,192.4275,105.57249999999999,191.0,107.0,191.0,107.0,1.054054054054054,1.0324324324324323
3906e1c8-a2dc-45b8-94ca-2ff48abee76f,11,False,"[(92, 103), (84, 107)]",276,276,75,75,276,87,185,191,84,195,92,191,84,191,84,195,92,195,92,195,92,191,84,191,84,195,92,191,84,195.0,92.0,192.4275,86.85499999999999,191.0,84.0,191.0,84.0,1.054054054054054,1.0324324324324323
69aa56a4-678a-4fe7-9cb9-edb8260cfbed,12,False,"[(90, 67), (74, 85), (73, 96)]",276,288,58,58,276,81,151,157,90,159,74,157,90,157,90,159,74,159,74,159,74,157,90,157,90,169,73,157,90,159.83339999999998,73.91669999999999,158.0451,81.6395,157.65250000000003,84.77940000000001,157.0,90.0,1.119205298013245,1.0397350993377483
69aa56a4-678a-4fe7-9cb9-edb8260cfbed,12,False,"[(67, 90), (85, 74), (96, 73)]",288,276,58,58,288,70,151,157,67,159,85,157,67,157,67,159,85,159,85,159,85,157,67,157,67,169,96,157,67,159.83339999999998,85.91669999999999,158.0451,76.40559999999999,157.65250000000003,72.8731,157.0,67.0,1.119205298013245,1.0397350993377483
ab41e525-2a56-4048-99de-c84bbb129563,22,False,"[(165, 198), (199, 166), (169, 180), (238, 161)]",310,320,134,121,310,169,349,399,238,349,169,349,169,349,169,349,169,349,169,349,169,349,169,349,169,399,238,349,169,349.3636,169.6818,353.9859,178.3485,349.0,169.0,349.0,169.0,1.143266475644699,1.0
ab41e525-2a56-4048-99de-c84bbb129563,22,False,"[(198, 165), (166, 199), (180, 169), (161, 238)]",320,310,121,134,320,180,349,399,161,349,180,349,180,349,180,349,180,349,180,349,180,349,180,349,180,399,161,349,180,349.3636,179.6818,353.9859,175.6374,349.0,180.0,349.0,180.0,1.143266475644699,1.0
ceca49ee-d1fb-4eed-93df-36b0f06b5449,23,True,"[(535, 282), (551, 276)]",562,298,179,77,562,535,817,827,551,817,535,817,535,817,535,817,535,817,535,817,535,817,535,817,535,827,551,817,535,822.0,543.0,820.1517,540.0427999999999,817.0,535.0,817.0,535.0,1.0122399020807833,1.0
ceca49ee-d1fb-4eed-93df-36b0f06b5449,23,True,"[(282, 535), (276, 551)]",298,562,77,179,298,282,817,827,276,817,282,817,282,817,282,817,282,817,282,817,282,817,282,817,282,827,276,817,282,822.0,279.0,820.1517,280.1089,817.0,282.0,817.0,282.0,1.0122399020807833,1.0
f0371804-b7a1-4fa3-8a41-31e112a183a4,187,False,"[(612, 469), (608, 487)]",892,562,310,169,892,576,1075,1081,612,1095,608,1081,612,1081,612,1095,608,1081,612,1081,612,1081,612,1081,612,1095,608,1081,612,1081.0,612.0,1081.9497000000001,611.7287,1081.0,612.0,1081.0,612.0,1.0186046511627906,1.0055813953488373
f0371804-b7a1-4fa3-8a41-31e112a183a4,187,False,"[(469, 612), (487, 608)]",562,892,169,310,562,499,1075,1081,469,1095,487,1081,469,1081,469,1095,487,1081,469,1081,469,1081,469,1081,469,1095,487,1081,469,1081.0,469.0,1081.9497000000001,470.221,1081.0,469.0,1081.0,469.0,1.0186046511627906,1.0055813953488373
742ff569-b22c-4dbe-a639-19567c57adba,22,False,"[(85, 108), (89, 100), (105, 94)]",288,288,76,76,288,88,187,193,85,189,89,189,89,189,89,189,89,189,89,189,89,189,89,189,89,199,105,189,89,194.0,97.0,190.0227,90.6363,189.0,89.0,189.0,89.0,1.0641711229946524,1.0106951871657754
742ff569-b22c-4dbe-a639-19567c57adba,22,False,"[(108, 85), (100, 89), (94, 105)]",288,288,76,76,288,99,187,193,108,189,100,189,100,189,100,189,100,189,100,189,100,189,100,189,100,199,94,189,100,194.0,97.0,190.0227,99.38640000000001,189.0,100.0,189.0,100.0,1.0641711229946524,1.0106951871657754
a9afef0d-f72e-4986-9ba2-6a8ef4af65d9,0,False,"[(121, 98), (83, 106)]",276,322,69,80,276,86,183,189,83,189,83,189,83,189,83,219,121,189,83,189,83,189,83,189,83,219,121,189,83,189.0,83.0,193.6062,88.83449999999999,189.0,83.0,189.0,83.0,1.1967213114754098,1.0327868852459017
a9afef0d-f72e-4986-9ba2-6a8ef4af65d9,0,False,"[(98, 121), (106, 83)]",322,276,80,69,322,97,183,189,106,189,106,189,106,189,106,219,98,189,106,189,106,189,106,189,106,219,98,189,106,189.0,106.0,193.6062,104.77170000000001,189.0,106.0,189.0,106.0,1.1967213114754098,1.0327868852459017
13b679cc-956c-4eb3-b2fb-e7950ba69364,22,False,"[(178, 155), (175, 164)]",540,552,150,138,540,161,333,333,178,339,175,333,178,333,178,339,175,339,175,339,175,333,178,333,178,339,175,333,178,339.0,175.0,334.5965,177.20170000000002,333.0,178.0,333.0,178.0,1.018018018018018,1.0
13b679cc-956c-4eb3-b2fb-e7950ba69364,22,False,"[(155, 178), (164, 175)]",552,540,138,150,552,172,333,333,155,339,164,333,155,333,155,339,164,339,164,339,164,333,155,333,155,339,164,333,155,339.0,164.0,334.5965,157.39479999999998,333.0,155.0,333.0,155.0,1.018018018018018,1.0
caac4416-6118-4ad0-a3cf-90ce8eb62912,22,False,"[(72, 95)]",266,266,63,64,266,72,167,167,72,167,72,167,72,167,72,167,72,167,72,167,72,167,72,167,72,167,72,167,72,167.0,72.0,167.0,72.0,167.0,72.0,167.0,72.0,1.0,1.0
caac4416-6118-4ad0-a3cf-90ce8eb62912,22,False,"[(95, 72)]",266,266,64,63,266,95,167,167,95,167,95,167,95,167,95,167,95,167,95,167,95,167,95,167,95,167,95,167,95,167.0,95.0,167.0,95.0,167.0,95.0,167.0,95.0,1.0,1.0
d68be669-c5ea-439d-a024-b3a412d5d78a,0,False,"[(70, 81), (62, 85)]",276,310,51,67,276,65,141,147,62,151,70,147,62,147,62,151,70,147,62,151,70,147,62,147,62,151,70,147,62,147.0,62.0,148.2738,64.54759999999999,147.0,62.0,147.0,62.0,1.070921985815603,1.0425531914893618
d68be669-c5ea-439d-a024-b3a412d5d78a,0,False,"[(81, 70), (85, 62)]",310,276,67,51,310,76,141,147,85,151,81,147,85,147,85,151,81,147,85,151,81,147,85,147,85,151,81,147,85,147.0,85.0,148.2738,83.7262,147.0,85.0,147.0,85.0,1.070921985815603,1.0425531914893618
a7d9c730-9f3b-4570-a938-18d2327fcdd6,220,False,"[(423, 654), (419, 662)]",1124,1146,338,351,1124,422,1075,1081,419,1077,423,1077,423,1077,423,1077,423,1077,423,1077,423,1077,423,1077,423,1081,419,1077,423,1077.0,423.0,1078.0347,421.96529999999996,1077.0,423.0,1077.0,423.0,1.0055813953488373,1.001860465116279
a7d9c730-9f3b-4570-a938-18d2327fcdd6,220,False,"[(654, 423), (662, 419)]",1146,1124,351,338,1146,653,1075,1081,662,1077,654,1077,654,1077,654,1077,654,1077,654,1077,654,1077,654,1077,654,1081,662,1077,654,1077.0,654.0,1078.0347,656.0694,1077.0,654.0,1077.0,654.0,1.0055813953488373,1.001860465116279
880c8c83-aa51-4175-a532-08ecee100842,0,False,"[(76, 53), (72, 95)]",256,210,58,39,256,67,123,129,76,129,76,129,76,129,76,129,76,129,76,129,76,129,76,129,76,167,72,129,76,129.0,76.0,131.85590000000002,75.6994,129.0,76.0,129.0,76.0,1.3577235772357723,1.048780487804878
880c8c83-aa51-4175-a532-08ecee100842,0,False,"[(53, 76), (95, 72)]",210,256,39,58,210,56,123,129,53,129,53,129,53,129,53,129,53,129,53,129,53,129,53,129,53,167,95,129,53,129.0,53.0,131.85590000000002,56.156499999999994,129.0,53.0,129.0,53.0,1.3577235772357723,1.048780487804878
0756db9c-25f7-4d63-9624-c36abf47bf69,11,False,"[(108, 97), (110, 87)]",288,254,88,73,288,110,197,197,110,205,108,197,110,197,110,205,108,197,110,205,108,197,110,197,110,205,108,197,110,197.0,110.0,198.25210000000004,109.68700000000001,197.0,110.0,197.0,110.0,1.0406091370558375,1.0
0756db9c-25f7-4d63-9624-c36abf47bf69,11,False,"[(97, 108), (87, 110)]",254,288,73,88,254,87,197,197,87,205,97,197,87,197,87,205,97,197,87,205,97,197,87,197,87,205,97,197,87,197.0,87.0,198.25210000000004,88.5651,197.0,87.0,197.0,87.0,1.0406091370558375,1.0
f580453f-3457-4539-a911-51cc244ff21e,23,False,"[(186, 197)]",408,364,145,110,408,186,383,383,186,383,186,383,186,383,186,383,186,383,186,383,186,383,186,383,186,383,186,383,186,383.0,186.0,383.0,186.0,383.0,186.0,383.0,186.0,1.0,1.0
f580453f-3457-4539-a911-51cc244ff21e,23,False,"[(197, 186)]",364,408,110,145,364,197,383,383,197,383,197,383,197,383,197,383,197,383,197,383,197,383,197,383,197,383,197,383,197,383.0,197.0,383.0,197.0,383.0,197.0,383.0,197.0,1.0,1.0
041c5bda-1c82-484c-87a8-ab66db26c853,1,False,"[(105, 94)]",266,254,69,76,266,105,199,199,105,199,105,199,105,199,105,199,105,199,105,199,105,199,105,199,105,199,105,199,105,199.0,105.0,199.0,105.0,199.0,105.0,199.0,105.0,1.0,1.0
041c5bda-1c82-484c-87a8-ab66db26c853,1,False,"[(94, 105)]",254,266,76,69,254,94,199,199,94,199,94,199,94,199,94,199,94,199,94,199,94,199,94,199,94,199,94,199,94,199.0,94.0,199.0,94.0,199.0,94.0,199.0,94.0,1.0,1.0
4a46bf62-573a-4d97-93d1-5b2b825fe8d1,22,False,"[(91, 68), (86, 97)]",266,266,59,68,266,82,153,159,91,159,91,159,91,159,91,183,86,159,91,159,91,159,91,159,91,183,86,159,91,175.23520000000002,87.61760000000001,162.8261,90.2029,159.0,91.0,159.0,91.0,1.196078431372549,1.0392156862745099
4a46bf62-573a-4d97-93d1-5b2b825fe8d1,22,False,"[(68, 91), (97, 86)]",266,266,68,59,266,71,153,159,68,159,68,159,68,159,68,183,97,159,68,159,68,159,68,159,68,183,97,159,68,175.23520000000002,87.61760000000001,162.8261,72.6232,159.0,68.0,159.0,68.0,1.196078431372549,1.0392156862745099
bf430c11-5a6e-4095-80f1-3bfebeb8511b,1,False,"[(87, 110)]",276,310,64,92,276,90,191,197,87,197,87,197,87,197,87,197,87,197,87,197,87,197,87,197,87,197,87,197,87,197.0,87.0,197.0,87.0,197.0,87.0,197.0,87.0,1.031413612565445,1.031413612565445
bf430c11-5a6e-4095-80f1-3bfebeb8511b,1,False,"[(110, 87)]",310,276,92,64,310,101,191,197,110,197,110,197,110,197,110,197,110,197,110,197,110,197,110,197,110,197,110,197,110,197.0,110.0,197.0,110.0,197.0,110.0,197.0,110.0,1.031413612565445,1.031413612565445
f64d511e-a281-450d-bd19-16ca863d16f2,22,False,"[(384, 329)]",1090,1058,337,320,1090,384,713,713,384,713,384,713,384,713,384,713,384,713,384,713,384,713,384,713,384,713,384,713,384,713.0,384.0,713.0,384.0,713.0,384.0,713.0,384.0,1.0,1.0
f64d511e-a281-450d-bd19-16ca863d16f2,22,False,"[(329, 384)]",1058,1090,320,337,1058,329,713,713,329,713,329,713,329,713,329,713,329,713,329,713,329,713,329,713,329,713,329,713,329,713.0,329.0,713.0,329.0,713.0,329.0,713.0,329.0,1.0,1.0
e2888cd9-83fb-4409-85fc-151a1097b267,1,False,"[(80, 103), (114, 91)]",276,298,69,76,276,83,177,183,80,183,80,183,80,183,80,183,80,183,80,183,80,183,80,183,80,205,114,183,80,183.47820000000002,80.73910000000001,188.51049999999998,88.5163,183.0,80.0,183.0,80.0,1.1581920903954803,1.0338983050847457
e2888cd9-83fb-4409-85fc-151a1097b267,1,False,"[(103, 80), (91, 114)]",298,276,76,69,298,94,177,183,103,183,103,183,103,183,103,183,103,183,103,183,103,183,103,183,103,205,91,183,103,183.47820000000002,102.73910000000001,188.51049999999998,99.9942,183.0,103.0,183.0,103.0,1.1581920903954803,1.0338983050847457
