eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,PoA,PoS
b7628bc3-60d6-4242-adc2-f88562b331be,0,False,"[(88, 77)]",321,287,65,74,321,88,165,165,88,165,88,165,88,165,88,165,88,165,88,165,88,165,88,165,88,165,88,165,88,165.0,88.0,165.0,88.0,165.0,88.0,165.0,88.0,1.0,1.0
b7628bc3-60d6-4242-adc2-f88562b331be,0,False,"[(77, 88)]",287,321,74,65,287,77,165,165,77,165,77,165,77,165,77,165,77,165,77,165,77,165,77,165,77,165,77,165,77,165.0,77.0,165.0,77.0,165.0,77.0,165.0,77.0,1.0,1.0
8ee0c1af-51ea-46d4-aee8-d8ef8b60d0bb,11,False,"[(140, 185)]",441,463,129,149,441,143,319,325,140,325,140,325,140,325,140,325,140,325,140,325,140,325,140,325,140,325,140,325,140,325.0,140.0,325.0,140.0,325.0,140.0,325.0,140.0,1.0188087774294672,1.0188087774294672
8ee0c1af-51ea-46d4-aee8-d8ef8b60d0bb,11,False,"[(185, 140)]",463,441,149,129,463,176,319,325,185,325,185,325,185,325,185,325,185,325,185,325,185,325,185,325,185,325,185,325,185,325.0,185.0,325.0,185.0,325.0,185.0,325.0,185.0,1.0188087774294672,1.0188087774294672
23ac5b2c-1e39-48b4-a13e-632a29a85fca,11,False,"[(91, 80), (94, 71)]",321,287,67,57,321,85,159,165,94,171,91,165,94,165,94,171,91,165,94,171,91,165,94,165,94,171,91,165,94,165.0,94.0,165.0,94.0,165.0,94.0,166.4305,93.28479999999999,1.0754716981132075,1.0377358490566038
23ac5b2c-1e39-48b4-a13e-632a29a85fca,11,False,"[(80, 91), (71, 94)]",287,321,57,67,287,74,159,165,71,171,80,165,71,165,71,171,80,165,71,171,80,165,71,165,71,171,80,165,71,165.0,71.0,165.0,71.0,165.0,71.0,166.4305,73.1457,1.0754716981132075,1.0377358490566038
e6da694d-b680-486b-9f75-3fb3179a3b1a,22,False,"[(136, 159)]",353,331,122,117,353,139,289,295,136,295,136,295,136,295,136,295,136,295,136,295,136,295,136,295,136,295,136,295,136,295.0,136.0,295.0,136.0,295.0,136.0,295.0,136.0,1.0207612456747406,1.0207612456747406
e6da694d-b680-486b-9f75-3fb3179a3b1a,22,False,"[(159, 136)]",331,353,117,122,331,150,289,295,159,295,159,295,159,295,159,295,159,295,159,295,159,295,159,295,159,295,159,295,159,295.0,159.0,295.0,159.0,295.0,159.0,295.0,159.0,1.0207612456747406,1.0207612456747406
861a559d-350f-491f-8b62-0159ebeb1d1e,0,False,"[(110, 87), (103, 92), (93, 116)]",311,265,82,66,311,101,191,197,110,195,103,195,103,195,103,195,103,197,110,195,103,195,103,195,103,209,93,195,103,197.0,110.0,195.0,103.0,195.0,103.0,196.3777,102.01599999999999,1.094240837696335,1.0209424083769634
861a559d-350f-491f-8b62-0159ebeb1d1e,0,False,"[(87, 110), (92, 103), (116, 93)]",265,311,66,82,265,90,191,197,87,195,92,195,92,195,92,195,92,197,87,195,92,195,92,195,92,209,116,195,92,197.0,87.0,195.0,92.0,195.0,92.0,196.3777,94.36170000000001,1.094240837696335,1.0209424083769634
97f107d0-e0dd-4fc9-9a6f-73871a143450,1,False,"[(90, 79)]",321,309,76,65,321,90,169,169,90,169,90,169,90,169,90,169,90,169,90,169,90,169,90,169,90,169,90,169,90,169.0,90.0,169.0,90.0,169.0,90.0,169.0,90.0,1.0,1.0
97f107d0-e0dd-4fc9-9a6f-73871a143450,1,False,"[(79, 90)]",309,321,65,76,309,79,169,169,79,169,79,169,79,169,79,169,79,169,79,169,79,169,79,169,79,169,79,169,79,169.0,79.0,169.0,79.0,169.0,79.0,169.0,79.0,1.0,1.0
020f1733-c746-497c-89de-933c4adc5d36,11,False,"[(134, 123), (142, 119), (126, 137)]",331,331,108,101,331,128,245,261,142,257,134,257,134,257,134,257,134,257,134,257,134,257,134,257,134,263,126,257,134,260.0,130.0,257.0,134.0,257.0,134.0,258.15110000000004,132.4652,1.073469387755102,1.0489795918367346
020f1733-c746-497c-89de-933c4adc5d36,11,False,"[(123, 134), (119, 142), (137, 126)]",331,331,101,108,331,117,245,261,119,257,123,257,123,257,123,257,123,257,123,257,123,257,123,257,123,263,137,257,123,260.0,130.0,257.0,123.0,257.0,123.0,258.15110000000004,125.6859,1.073469387755102,1.0489795918367346
476772a6-1ef6-4771-9314-af76f17c447e,0,False,"[(85, 108)]",331,365,74,90,331,85,193,193,85,193,85,193,85,193,85,193,85,193,85,193,85,193,85,193,85,193,85,193,85,193.0,85.0,193.0,85.0,193.0,85.0,193.0,85.0,1.0,1.0
476772a6-1ef6-4771-9314-af76f17c447e,0,False,"[(108, 85)]",365,331,90,74,365,108,193,193,108,193,108,193,108,193,108,193,108,193,108,193,108,193,108,193,108,193,108,193,108,193.0,108.0,193.0,108.0,193.0,108.0,193.0,108.0,1.0,1.0
88ab87a1-48b1-4828-9e08-8ffee5ca3519,1,False,"[(205, 194), (201, 212)]",739,727,185,185,739,205,399,399,205,399,205,399,205,399,205,399,205,399,205,399,205,399,205,399,205,413,201,399,205,399.0,205.0,399.0,205.0,399.0,205.0,401.52610000000004,204.27829999999994,1.0350877192982457,1.0
88ab87a1-48b1-4828-9e08-8ffee5ca3519,1,False,"[(194, 205), (212, 201)]",727,739,185,185,727,194,399,399,194,399,194,399,194,399,194,399,194,399,194,399,194,399,194,399,194,413,212,399,194,399.0,194.0,399.0,194.0,399.0,194.0,401.52610000000004,197.24779999999998,1.0350877192982457,1.0
3a75024c-15b0-4aef-b1d3-fd7276fce765,0,False,"[(78, 101), (107, 84)]",331,377,61,73,331,81,173,179,78,179,78,179,78,179,78,179,78,179,78,179,78,179,78,179,78,191,107,179,78,179.0,78.0,179.0,78.0,179.0,78.0,183.03280000000007,87.74600000000001,1.1040462427745665,1.0346820809248556
3a75024c-15b0-4aef-b1d3-fd7276fce765,0,False,"[(101, 78), (84, 107)]",377,331,73,61,377,92,173,179,101,179,101,179,101,179,101,179,101,179,101,179,101,179,101,179,101,191,84,179,101,179.0,101.0,179.0,101.0,179.0,101.0,183.03280000000007,95.28680000000003,1.1040462427745665,1.0346820809248556
dfa947f0-9663-4713-9f25-f2ea8f1ec21b,23,False,"[(185, 162), (177, 166)]",321,343,150,139,321,180,337,347,185,343,177,343,177,343,177,343,177,343,177,343,177,343,177,343,177,347,185,343,177,343.0,177.0,343.0,177.0,343.0,177.0,344.13840000000005,179.2767,1.029673590504451,1.0178041543026706
dfa947f0-9663-4713-9f25-f2ea8f1ec21b,23,False,"[(162, 185), (166, 177)]",343,321,139,150,343,157,337,347,162,343,166,343,166,343,166,343,166,343,166,343,166,343,166,343,166,347,162,343,166,343.0,166.0,343.0,166.0,343.0,166.0,344.13840000000005,164.8617,1.029673590504451,1.0178041543026706
c25797a2-1645-4ef7-ac05-a5d5bb2396c9,11,False,"[(95, 84), (86, 97)]",321,287,70,70,321,95,179,179,95,179,95,179,95,179,95,179,95,179,95,179,95,179,95,179,95,183,86,179,95,179.0,95.0,179.0,95.0,179.0,95.0,180.49689999999998,91.6319,1.0223463687150838,1.0
c25797a2-1645-4ef7-ac05-a5d5bb2396c9,11,False,"[(84, 95), (97, 86)]",287,321,70,70,287,84,179,179,84,179,84,179,84,179,84,179,84,179,84,179,84,179,84,179,84,183,97,179,84,179.0,84.0,179.0,84.0,179.0,84.0,180.49689999999998,88.86500000000001,1.0223463687150838,1.0
e5a198ed-8d67-4576-a304-8c13445ed0af,22,True,"[(121, 144), (129, 140)]",375,365,99,102,375,124,259,265,121,269,129,265,121,265,121,269,129,269,129,269,129,265,121,265,121,269,129,265,121,269.0,129.0,265.0,121.0,265.0,121.0,266.44320000000005,123.88640000000001,1.0386100386100385,1.0231660231660231
e5a198ed-8d67-4576-a304-8c13445ed0af,22,True,"[(144, 121), (140, 129)]",365,375,102,99,365,135,259,265,144,269,140,265,144,265,144,269,140,269,140,269,140,265,144,265,144,269,140,265,144,269.0,140.0,265.0,144.0,265.0,144.0,266.44320000000005,142.5568,1.0386100386100385,1.0231660231660231
98e255de-d274-4f12-a281-dcaaf0b76ef5,1,False,"[(163, 296)]",397,519,144,172,397,166,453,459,163,459,163,459,163,459,163,459,163,459,163,459,163,459,163,459,163,459,163,459,163,459.0,163.0,459.0,163.0,459.0,163.0,459.0,163.0,1.0132450331125828,1.0132450331125828
98e255de-d274-4f12-a281-dcaaf0b76ef5,1,False,"[(296, 163)]",519,397,172,144,519,287,453,459,296,459,296,459,296,459,296,459,296,459,296,459,296,459,296,459,296,459,296,459,296,459.0,296.0,459.0,296.0,459.0,296.0,459.0,296.0,1.0132450331125828,1.0132450331125828
51563d39-d2c0-49d8-86d3-3639beefe294,22,False,"[(124, 101), (95, 118)]",343,331,86,90,343,95,213,213,95,213,95,213,95,213,95,225,124,225,124,213,95,213,95,213,95,225,124,213,95,222.1304,117.0652,213.0,95.0,213.0,95.0,217.6474,106.2313,1.056338028169014,1.0
51563d39-d2c0-49d8-86d3-3639beefe294,22,False,"[(101, 124), (118, 95)]",331,343,90,86,331,118,213,213,118,213,118,213,118,213,118,225,101,225,101,213,118,213,118,213,118,225,101,213,118,222.1304,105.0652,213.0,118.0,213.0,118.0,217.6474,111.4161,1.056338028169014,1.0
5386e55a-7db1-4f00-8f1a-4ef7aeb25f0e,0,False,"[(117, 140), (121, 132), (154, 131)]",353,399,104,111,353,120,251,257,117,253,121,253,121,253,121,253,121,257,117,253,121,253,121,253,121,285,154,253,121,257.0,117.0,253.0,121.0,253.0,121.0,254.1298,119.87029999999999,1.1354581673306774,1.0079681274900398
5386e55a-7db1-4f00-8f1a-4ef7aeb25f0e,0,False,"[(140, 117), (132, 121), (131, 154)]",399,353,111,104,399,131,251,257,140,253,132,253,132,253,132,253,132,257,140,253,132,253,132,253,132,285,131,253,132,257.0,140.0,253.0,132.0,253.0,132.0,254.1298,134.2595,1.1354581673306774,1.0079681274900398
919ffc29-b088-4bb5-b3d0-3b0abb1e25d0,11,False,"[(117, 106)]",331,309,99,83,331,117,223,223,117,223,117,223,117,223,117,223,117,223,117,223,117,223,117,223,117,223,117,223,117,223.0,117.0,223.0,117.0,223.0,117.0,223.0,117.0,1.0,1.0
919ffc29-b088-4bb5-b3d0-3b0abb1e25d0,11,False,"[(106, 117)]",309,331,83,99,309,106,223,223,106,223,106,223,106,223,106,223,106,223,106,223,106,223,106,223,106,223,106,223,106,223.0,106.0,223.0,106.0,223.0,106.0,223.0,106.0,1.0,1.0
d9916d45-8da5-4707-bdfd-93c89c52987a,11,False,"[(264, 209)]",507,375,174,132,507,264,473,473,264,473,264,473,264,473,264,473,264,473,264,473,264,473,264,473,264,473,264,473,264,473.0,264.0,473.0,264.0,473.0,264.0,473.0,264.0,1.0,1.0
d9916d45-8da5-4707-bdfd-93c89c52987a,11,False,"[(209, 264)]",375,507,132,174,375,209,473,473,209,473,209,473,209,473,209,473,209,473,209,473,209,473,209,473,209,473,209,473,209,473.0,209.0,473.0,209.0,473.0,209.0,473.0,209.0,1.0,1.0
080a1b03-30b1-4a88-8d00-ada25db25857,11,False,"[(104, 71), (90, 101)]",321,265,68,57,321,104,175,175,104,191,90,175,104,175,104,191,90,175,104,175,104,175,104,175,104,191,90,175,104,175.0,104.0,175.0,104.0,175.0,104.0,179.50509999999997,100.0581,1.0914285714285714,1.0
080a1b03-30b1-4a88-8d00-ada25db25857,11,False,"[(71, 104), (101, 90)]",265,321,57,68,265,71,175,175,71,191,101,175,71,175,71,191,101,175,71,175,71,175,71,175,71,191,101,175,71,175.0,71.0,175.0,71.0,175.0,71.0,179.50509999999997,79.447,1.0914285714285714,1.0
b9a629c1-084c-40eb-9b68-562a25053e97,0,False,"[(103, 126)]",353,387,94,101,353,103,229,229,103,229,103,229,103,229,103,229,103,229,103,229,103,229,103,229,103,229,103,229,103,229.0,103.0,229.0,103.0,229.0,103.0,229.0,103.0,1.0,1.0
b9a629c1-084c-40eb-9b68-562a25053e97,0,False,"[(126, 103)]",387,353,101,94,387,126,229,229,126,229,126,229,126,229,126,229,126,229,126,229,126,229,126,229,126,229,126,229,126,229.0,126.0,229.0,126.0,229.0,126.0,229.0,126.0,1.0,1.0
3bb86c0a-9fee-4a03-a889-2f6cc382099d,1,False,"[(124, 101)]",365,353,104,92,365,124,225,225,124,225,124,225,124,225,124,225,124,225,124,225,124,225,124,225,124,225,124,225,124,225.0,124.0,225.0,124.0,225.0,124.0,225.0,124.0,1.0,1.0
3bb86c0a-9fee-4a03-a889-2f6cc382099d,1,False,"[(101, 124)]",353,365,92,104,353,101,225,225,101,225,101,225,101,225,101,225,101,225,101,225,101,225,101,225,101,225,101,225,101,225.0,101.0,225.0,101.0,225.0,101.0,225.0,101.0,1.0,1.0
4dc31789-ba68-4180-9e6a-7ac64477e431,22,False,"[(96, 73), (88, 77)]",321,321,64,64,321,87,163,169,96,165,88,165,88,165,88,165,88,165,88,165,88,165,88,165,88,169,96,165,88,165.0,88.0,165.0,88.0,165.0,88.0,166.27840000000003,90.55690000000001,1.0368098159509203,1.0122699386503067
4dc31789-ba68-4180-9e6a-7ac64477e431,22,False,"[(73, 96), (77, 88)]",321,321,64,64,321,76,163,169,73,165,77,165,77,165,77,165,77,165,77,165,77,165,77,165,77,169,73,165,77,165.0,77.0,165.0,77.0,165.0,77.0,166.27840000000003,75.72149999999999,1.0368098159509203,1.0122699386503067
95ac455f-ede0-48bc-bb95-cf5990e524d3,22,False,"[(142, 119), (139, 128), (130, 141)]",409,409,110,110,409,133,255,261,142,267,139,261,142,261,142,267,139,267,139,267,139,261,142,261,142,271,130,261,142,267.76480000000004,133.88240000000002,261.0,142.0,261.0001,142.0,264.6182,137.6581,1.0627450980392157,1.0235294117647058
95ac455f-ede0-48bc-bb95-cf5990e524d3,22,False,"[(119, 142), (128, 139), (141, 130)]",409,409,110,110,409,122,255,261,119,267,128,261,119,261,119,267,128,267,128,267,128,261,119,261,119,271,141,261,119,267.76480000000004,133.88240000000002,261.0,119.0,261.0001,119.00009999999997,264.6182,126.96010000000001,1.0627450980392157,1.0235294117647058
9e791fec-6531-42dd-8433-d5e163b2fdb1,0,False,"[(184, 161)]",597,551,173,155,597,184,345,345,184,345,184,345,184,345,184,345,184,345,184,345,184,345,184,345,184,345,184,345,184,345.0,184.0,345.0,184.0,345.0,184.0,345.0,184.0,1.0,1.0
9e791fec-6531-42dd-8433-d5e163b2fdb1,0,False,"[(161, 184)]",551,597,155,173,551,161,345,345,161,345,161,345,161,345,161,345,161,345,161,345,161,345,161,345,161,345,161,345,161,345.0,161.0,345.0,161.0,345.0,161.0,345.0,161.0,1.0,1.0
b78cc8f9-1c4e-4eb4-8364-b0e184686e2b,22,False,"[(82, 71)]",321,287,67,57,321,82,153,153,82,153,82,153,82,153,82,153,82,153,82,153,82,153,82,153,82,153,82,153,82,153.0,82.0,153.0,82.0,153.0,82.0,153.0,82.0,1.0,1.0
b78cc8f9-1c4e-4eb4-8364-b0e184686e2b,22,False,"[(71, 82)]",287,321,57,67,287,71,153,153,71,153,71,153,71,153,71,153,71,153,71,153,71,153,71,153,71,153,71,153,71,153.0,71.0,153.0,71.0,153.0,71.0,153.0,71.0,1.0,1.0
f3cc86ac-c3a7-4961-8072-228471eda02a,0,False,"[(103, 92)]",311,265,89,78,311,103,195,195,103,195,103,195,103,195,103,195,103,195,103,195,103,195,103,195,103,195,103,195,103,195.0,103.0,195.0,103.0,195.0,103.0,195.0,103.0,1.0,1.0
f3cc86ac-c3a7-4961-8072-228471eda02a,0,False,"[(92, 103)]",265,311,78,89,265,92,195,195,92,195,92,195,92,195,92,195,92,195,92,195,92,195,92,195,92,195,92,195,92,195.0,92.0,195.0,92.0,195.0,92.0,195.0,92.0,1.0,1.0
f027da03-34cb-447c-a3ed-e7d9aeffb0db,0,False,"[(90, 79), (98, 75)]",321,287,68,61,321,89,167,173,98,169,90,169,90,169,90,169,90,173,98,169,90,169,90,169,90,173,98,169,90,173.0,98.0,169.0,90.0,169.0,90.0,170.41070000000002,92.82140000000001,1.035928143712575,1.0119760479041917
f027da03-34cb-447c-a3ed-e7d9aeffb0db,0,False,"[(79, 90), (75, 98)]",287,321,61,68,287,78,167,173,75,169,79,169,79,169,79,169,79,173,75,169,79,169,79,169,79,173,75,169,79,173.0,75.0,169.0,79.0,169.0,79.0,170.41070000000002,77.58930000000001,1.035928143712575,1.0119760479041917
d9860f7d-4074-41d5-966d-062ca4e94d99,12,False,"[(383, 372)]",419,705,149,295,419,383,755,755,383,755,383,755,383,755,383,755,383,755,383,755,383,755,383,755,383,755,383,755,383,755.0,383.0,755.0,383.0,755.0,383.0,755.0,383.0,1.0,1.0
d9860f7d-4074-41d5-966d-062ca4e94d99,12,False,"[(372, 383)]",705,419,295,149,705,372,755,755,372,755,372,755,372,755,372,755,372,755,372,755,372,755,372,755,372,755,372,755,372,755.0,372.0,755.0,372.0,755.0,372.0,755.0,372.0,1.0,1.0
868ab86a-398c-4f27-8ca3-44c1aaf7e07b,0,False,"[(118, 107), (126, 103)]",321,265,87,76,321,117,223,229,126,225,118,225,118,225,118,225,118,229,126,229,126,225,118,225,118,229,126,225,118,229.0,126.0,225.0,118.0,225.0,118.0,226.5408,121.08160000000001,1.0269058295964126,1.0089686098654709
868ab86a-398c-4f27-8ca3-44c1aaf7e07b,0,False,"[(107, 118), (103, 126)]",265,321,76,87,265,106,223,229,103,225,107,225,107,225,107,225,107,229,103,229,103,225,107,225,107,229,103,225,107,229.0,103.0,225.0,107.0,225.0,107.0,226.5408,105.45920000000001,1.0269058295964126,1.0089686098654709
a9fe95a2-32c2-4055-910f-ccabab0e1968,0,False,"[(78, 67)]",311,265,78,53,311,78,145,145,78,145,78,145,78,145,78,145,78,145,78,145,78,145,78,145,78,145,78,145,78,145.0,78.0,145.0,78.0,145.0,78.0,145.0,78.0,1.0,1.0
a9fe95a2-32c2-4055-910f-ccabab0e1968,0,False,"[(67, 78)]",265,311,53,78,265,67,145,145,67,145,67,145,67,145,67,145,67,145,67,145,67,145,67,145,67,145,67,145,67,145.0,67.0,145.0,67.0,145.0,67.0,145.0,67.0,1.0,1.0
bc15e51c-5fba-49b0-84d2-15fead8a0022,12,False,"[(105, 116)]",331,365,92,105,331,105,221,221,105,221,105,221,105,221,105,221,105,221,105,221,105,221,105,221,105,221,105,221,105,221.0,105.0,221.0,105.0,221.0,105.0,221.0,105.0,1.0,1.0
bc15e51c-5fba-49b0-84d2-15fead8a0022,12,False,"[(116, 105)]",365,331,105,92,365,116,221,221,116,221,116,221,116,221,116,221,116,221,116,221,116,221,116,221,116,221,116,221,116,221.0,116.0,221.0,116.0,221.0,116.0,221.0,116.0,1.0,1.0
72229cfa-ba31-49e8-b645-0c288421839a,22,False,"[(326, 359), (308, 363), (299, 376), (394, 261)]",805,749,269,247,805,394,655,655,394,685,326,655,394,655,394,685,326,655,394,685,326,655,394,655,394,685,326,655,394,661.5532,358.7766,655.0,394.0,655.0540000000001,393.7101,662.9265,351.3952,1.0458015267175573,1.0
72229cfa-ba31-49e8-b645-0c288421839a,22,False,"[(359, 326), (363, 308), (376, 299), (261, 394)]",749,805,247,269,749,261,655,655,261,685,359,655,261,655,261,685,359,655,261,685,359,655,261,655,261,685,359,655,261,661.5532,302.7766,655.0,261.0,655.0540000000001,261.3439,662.9265,311.5313,1.0458015267175573,1.0
5edb4e0d-bacd-4342-8058-e3b45cf5b3d2,22,False,"[(92, 69)]",321,321,64,60,321,83,155,161,92,161,92,161,92,161,92,161,92,161,92,161,92,161,92,161,92,161,92,161,92,161.0,92.0,161.0,92.0,161.0,92.0,161.0,92.0,1.038709677419355,1.038709677419355
5edb4e0d-bacd-4342-8058-e3b45cf5b3d2,22,False,"[(69, 92)]",321,321,60,64,321,72,155,161,69,161,69,161,69,161,69,161,69,161,69,161,69,161,69,161,69,161,69,161,69,161.0,69.0,161.0,69.0,161.0,69.0,161.0,69.0,1.038709677419355,1.038709677419355
af78e1cc-211c-4559-8183-52ed475130f5,23,False,"[(182, 149), (125, 180)]",375,419,114,122,375,125,305,305,125,305,125,305,125,305,125,331,182,305,125,305,125,305,125,305,125,331,182,305,125,308.25,132.125,305.0,125.0,305.0,125.0,313.7078,144.0903,1.0852459016393443,1.0
af78e1cc-211c-4559-8183-52ed475130f5,23,False,"[(149, 182), (180, 125)]",419,375,122,114,419,180,305,305,180,305,180,305,180,305,180,331,149,305,180,305,180,305,180,305,180,331,149,305,180,308.25,176.125,305.0,180.0,305.0,180.0,313.7078,169.6175,1.0852459016393443,1.0
16b1bd29-589f-491b-8cc0-1665f5c1f6cd,22,False,"[(122, 145)]",365,365,113,113,365,125,261,267,122,267,122,267,122,267,122,267,122,267,122,267,122,267,122,267,122,267,122,267,122,267.0,122.0,267.0,122.0,267.0,122.0,267.0,122.0,1.0229885057471264,1.0229885057471264
16b1bd29-589f-491b-8cc0-1665f5c1f6cd,22,False,"[(145, 122)]",365,365,113,113,365,136,261,267,145,267,145,267,145,267,145,267,145,267,145,267,145,267,145,267,145,267,145,267,145,267.0,145.0,267.0,145.0,267.0,145.0,267.0,145.0,1.0229885057471264,1.0229885057471264
5f8778dd-6ef2-4b9f-a069-ef7e6619327b,23,False,"[(114, 91)]",321,331,72,73,321,105,199,205,114,205,114,205,114,205,114,205,114,205,114,205,114,205,114,205,114,205,114,205,114,205.0,114.0,205.0,114.0,205.0,114.0,205.0,114.0,1.0301507537688441,1.0301507537688441
5f8778dd-6ef2-4b9f-a069-ef7e6619327b,23,False,"[(91, 114)]",331,321,73,72,331,94,199,205,91,205,91,205,91,205,91,205,91,205,91,205,91,205,91,205,91,205,91,205,91,205.0,91.0,205.0,91.0,205.0,91.0,205.0,91.0,1.0301507537688441,1.0301507537688441
75c55901-0cd9-4c2c-a47e-a394dd1b3b23,11,False,"[(83, 106), (92, 103)]",331,331,74,73,331,95,179,189,83,195,92,189,83,189,83,195,92,195,92,195,92,189,83,189,83,195,92,189,83,195.0,92.0,189.0,83.0,189.0,83.0,190.5965,85.3948,1.089385474860335,1.0558659217877095
75c55901-0cd9-4c2c-a47e-a394dd1b3b23,11,False,"[(106, 83), (103, 92)]",331,331,73,74,331,84,179,189,106,195,103,189,106,189,106,195,103,195,103,195,103,189,106,189,106,195,103,189,106,195.0,103.0,189.0,106.0,189.0,106.0,190.5965,105.20169999999999,1.089385474860335,1.0558659217877095
f6c46da4-2b00-46ef-9747-e85a547888c1,22,False,"[(156, 133)]",431,431,136,124,431,156,289,289,156,289,156,289,156,289,156,289,156,289,156,289,156,289,156,289,156,289,156,289,156,289.0,156.0,289.0,156.0,289.0,156.0,289.0,156.0,1.0,1.0
f6c46da4-2b00-46ef-9747-e85a547888c1,22,False,"[(133, 156)]",431,431,124,136,431,133,289,289,133,289,133,289,133,289,133,289,133,289,133,289,133,289,133,289,133,289,133,289,133,289.0,133.0,289.0,133.0,289.0,133.0,289.0,133.0,1.0,1.0
b0c69d25-b20c-4ee2-93e3-2f578315f113,11,False,"[(195, 184)]",353,287,114,80,353,195,379,379,195,379,195,379,195,379,195,379,195,379,195,379,195,379,195,379,195,379,195,379,195,379.0,195.0,379.0,195.0,379.0,195.0,379.0,195.0,1.0,1.0
b0c69d25-b20c-4ee2-93e3-2f578315f113,11,False,"[(184, 195)]",287,353,80,114,287,184,379,379,184,379,184,379,184,379,184,379,184,379,184,379,184,379,184,379,184,379,184,379,184,379.0,184.0,379.0,184.0,379.0,184.0,379.0,184.0,1.0,1.0
33558167-81cf-481b-ac49-dd50bbc84a3f,22,False,"[(100, 123)]",321,321,91,94,321,100,223,223,100,223,100,223,100,223,100,223,100,223,100,223,100,223,100,223,100,223,100,223,100,223.0,100.0,223.0,100.0,223.0,100.0,223.0,100.0,1.0,1.0
33558167-81cf-481b-ac49-dd50bbc84a3f,22,False,"[(123, 100)]",321,321,94,91,321,123,223,223,123,223,123,223,123,223,123,223,123,223,123,223,123,223,123,223,123,223,123,223,123,223.0,123.0,223.0,123.0,223.0,123.0,223.0,123.0,1.0,1.0
a4e5a896-9133-475d-9562-39b974d455b5,0,False,"[(146, 169), (150, 161)]",331,377,132,142,331,149,309,315,146,311,150,311,150,311,150,311,150,315,146,315,146,311,150,311,150,315,146,311,150,315.0,146.0,311.0,150.0,311.0,150.0,312.4744,148.5256,1.0194174757281553,1.006472491909385
a4e5a896-9133-475d-9562-39b974d455b5,0,False,"[(169, 146), (161, 150)]",377,331,142,132,377,160,309,315,169,311,161,311,161,311,161,311,161,315,169,315,169,311,161,311,161,315,169,311,161,315.0,169.0,311.0,161.0,311.0,161.0,312.4744,163.9488,1.0194174757281553,1.006472491909385
6934630e-e575-4980-8ccd-f197d5b9ec75,23,True,"[(1585, 695)]",1585,695,388,176,1585,780,1571,2280,1585,2280,1585,2280,1585,2280,1585,2280,1585,2280,1585,2280,1585,2280,1585,2280,1585,2280,1585,2280,1585,2280.0,1585.0,2280.0,1585.0,2280.0,1585.0,2280.0,1585.0,1.4513049013367283,1.4513049013367283
6934630e-e575-4980-8ccd-f197d5b9ec75,23,True,"[(695, 1585)]",695,1585,176,388,695,791,1571,2280,695,2280,695,2280,695,2280,695,2280,695,2280,695,2280,695,2280,695,2280,695,2280,695,2280,695,2280.0,695.0,2280.0,695.0,2280.0,695.0,2280.0,695.0,1.4513049013367283,1.4513049013367283
3a817ed5-7eb2-483b-a41d-1c2fd7559f6b,22,False,"[(159, 136)]",453,453,135,127,453,159,295,295,159,295,159,295,159,295,159,295,159,295,159,295,159,295,159,295,159,295,159,295,159,295.0,159.0,295.0,159.0,295.0,159.0,295.0,159.0,1.0,1.0
3a817ed5-7eb2-483b-a41d-1c2fd7559f6b,22,False,"[(136, 159)]",453,453,127,135,453,136,295,295,136,295,136,295,136,295,136,295,136,295,136,295,136,295,136,295,136,295,136,295,136,295.0,136.0,295.0,136.0,295.0,136.0,295.0,136.0,1.0,1.0
70220303-bb9f-417d-85ed-32c3eb031f13,23,False,"[(246, 269), (280, 257)]",463,343,186,145,463,249,509,515,246,515,246,515,246,515,246,515,246,537,280,537,280,515,246,515,246,537,280,515,246,537.0,280.0,515.0,246.0,517.3731,249.6675,525.3632,262.0159,1.0550098231827112,1.0117878192534382
70220303-bb9f-417d-85ed-32c3eb031f13,23,False,"[(269, 246), (257, 280)]",343,463,145,186,343,260,509,515,269,515,269,515,269,515,269,515,269,537,257,537,257,515,269,515,269,537,257,515,269,537.0,257.0,515.0,269.0,517.3731,267.7056,525.3632,263.3473,1.0550098231827112,1.0117878192534382
7a444cdb-266d-41a1-af25-5ab5f290c8ea,1,False,"[(119, 96)]",321,309,96,84,321,119,215,215,119,215,119,215,119,215,119,215,119,215,119,215,119,215,119,215,119,215,119,215,119,215.0,119.0,215.0,119.0,215.0,119.0,215.0,119.0,1.0,1.0
