eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,PoA,PoS
a60cbdee-c7d6-486b-a446-3a30af52c396,22,False,"[(77, 54), (69, 58)]",90,90,45,50,90,68,125,131,77,127,69,127,69,127,69,127,69,127,69,127,69,127,69,127,69,131,77,127,69,127.0,69.0,127.0,69.0,127.0,69.0,127.9033,70.8065,1.048,1.016
a60cbdee-c7d6-486b-a446-3a30af52c396,22,False,"[(54, 77), (58, 69)]",90,90,50,45,90,57,125,131,54,127,58,127,58,127,58,127,58,127,58,127,58,127,58,127,58,131,54,127,58,127.0,58.0,127.0,58.0,127.0,58.0,127.9033,57.0968,1.048,1.016
34221b21-1db2-4d14-a3f8-af477551721e,11,False,"[(50, 61)]",100,100,36,32,100,54,97,111,50,111,50,111,50,111,50,111,50,111,50,111,50,111,50,111,50,111,50,111,50,111.0,50.0,111.0,50.0,111.0,50.0,111.0,50.0,1.1443298969072164,1.1443298969072164
34221b21-1db2-4d14-a3f8-af477551721e,11,False,"[(61, 50)]",100,100,32,36,100,43,97,111,61,111,61,111,61,111,61,111,61,111,61,111,61,111,61,111,61,111,61,111,61,111.0,61.0,111.0,61.0,111.0,61.0,111.0,61.0,1.1443298969072164,1.1443298969072164
64086ff1-bd59-48e2-8a87-3fc1cb54069f,0,False,"[(37, 26), (45, 22)]",90,56,18,11,90,36,61,67,45,63,37,63,37,63,37,63,37,67,45,63,37,63,37,63,37,67,45,63,37,67.0,45.0,63.0,37.0,63.0026,37.0052,64.75200000000001,40.5041,1.098360655737705,1.0327868852459017
64086ff1-bd59-48e2-8a87-3fc1cb54069f,0,False,"[(26, 37), (22, 45)]",56,90,11,18,56,25,61,67,22,63,26,63,26,63,26,63,26,67,22,63,26,63,26,63,26,67,22,63,26,67.0,22.0,63.0,26.0,63.0026,25.9974,64.75200000000001,24.2479,1.098360655737705,1.0327868852459017
3279ab98-2a6c-4edc-b080-c823cf236c49,0,False,"[(50, 205)]",100,278,36,94,100,53,249,255,50,255,50,255,50,255,50,255,50,255,50,255,50,255,50,255,50,255,50,255,50,255.0,50.0,255.0,50.0,255.0,50.0,255.0,50.0,1.0240963855421688,1.0240963855421688
3279ab98-2a6c-4edc-b080-c823cf236c49,0,False,"[(205, 50)]",278,100,94,36,278,196,249,255,205,255,205,255,205,255,205,255,205,255,205,255,205,255,205,255,205,255,205,255,205,255.0,205.0,255.0,205.0,255.0,205.0,255.0,205.0,1.0240963855421688,1.0240963855421688
ac234903-1232-4a69-8499-de5e5157c207,0,True,"[(1146, 254)]",1146,254,369,100,1146,1146,1400,1400,1146,1400,1146,1400,1146,1400,1146,1400,1146,1400,1146,1400,1146,1400,1146,1400,1146,1400,1146,1400,1146,1400.0,1146.0,1400.0,1146.0,1400.0,1146.0,1400.0,1146.0,1.0,1.0
ac234903-1232-4a69-8499-de5e5157c207,0,True,"[(254, 1146)]",254,1146,100,369,254,254,1400,1400,254,1400,254,1400,254,1400,254,1400,254,1400,254,1400,254,1400,254,1400,254,1400,254,1400,254,1400.0,254.0,1400.0,254.0,1400.0,254.0,1400.0,254.0,1.0,1.0
ec154f36-1e81-4dd7-8a31-8cb41dc599b8,0,False,"[(89, 66), (57, 80)]",100,146,40,57,100,57,137,137,57,137,57,137,57,137,57,155,89,137,57,137,57,137,57,137,57,155,89,137,57,137.0,57.0,137.0,57.0,137.0,57.0,140.4269,63.0923,1.1313868613138687,1.0
ec154f36-1e81-4dd7-8a31-8cb41dc599b8,0,False,"[(66, 89), (80, 57)]",146,100,57,40,146,80,137,137,80,137,80,137,80,137,80,155,66,137,80,137,80,137,80,137,80,155,66,137,80,137.0,80.0,137.0,80.0,137.0,80.0,140.4269,77.3346,1.1313868613138687,1.0
bd97ed84-06a0-4571-a311-273e2174e0eb,1,False,"[(189, 166)]",530,518,169,166,530,180,349,355,189,355,189,355,189,355,189,355,189,355,189,355,189,355,189,355,189,355,189,355,189,355.0,189.0,355.0,189.0,355.0,189.0,355.0,189.0,1.0171919770773639,1.0171919770773639
bd97ed84-06a0-4571-a311-273e2174e0eb,1,False,"[(166, 189)]",518,530,166,169,518,169,349,355,166,355,166,355,166,355,166,355,166,355,166,355,166,355,166,355,166,355,166,355,166,355.0,166.0,355.0,166.0,355.0,166.0,355.0,166.0,1.0171919770773639,1.0171919770773639
d00dc4eb-52dc-4251-8d88-9ef4d542f8b7,0,True,"[(100, 134)]",100,134,28,30,100,106,223,234,100,234,100,234,100,234,100,234,100,234,100,234,100,234,100,234,100,234,100,234,100,234.0,100.0,234.0,100.0,234.0,100.0,234.0,100.0,1.0493273542600896,1.0493273542600896
d00dc4eb-52dc-4251-8d88-9ef4d542f8b7,0,True,"[(134, 100)]",134,100,30,28,134,117,223,234,134,234,134,234,134,234,134,234,134,234,134,234,134,234,134,234,134,234,134,234,134,234.0,134.0,234.0,134.0,234.0,134.0,234.0,134.0,1.0493273542600896,1.0493273542600896
124e7968-e3b9-4c05-8a0d-f8f579df314f,0,False,"[(76, 99)]",298,344,67,70,298,79,169,175,76,175,76,175,76,175,76,175,76,175,76,175,76,175,76,175,76,175,76,175,76,175.0,76.0,175.0,76.0,175.0,76.0,175.0,76.0,1.0355029585798816,1.0355029585798816
124e7968-e3b9-4c05-8a0d-f8f579df314f,0,False,"[(99, 76)]",344,298,70,67,344,90,169,175,99,175,99,175,99,175,99,175,99,175,99,175,99,175,99,175,99,175,99,175,99,175.0,99.0,175.0,99.0,175.0,99.0,175.0,99.0,1.0355029585798816,1.0355029585798816
0080fd9c-a067-4b7e-a008-040a4cd3c55b,23,False,"[(55, 78), (64, 75), (68, 57), (71, 48)]",122,156,36,48,122,71,119,119,71,125,68,119,71,119,71,139,64,133,55,133,55,119,71,119,71,139,64,119,71,133.0,55.0,119.0,71.0,121.88749999999999,67.7,125.4719,63.6035,1.1680672268907564,1.0
0080fd9c-a067-4b7e-a008-040a4cd3c55b,23,False,"[(78, 55), (75, 64), (57, 68), (48, 71)]",156,122,48,36,156,48,119,119,48,125,57,119,48,119,48,139,75,133,78,133,78,119,48,119,48,139,75,119,48,133.0,78.0,119.0,48.0,121.88749999999999,54.1875,125.4719,61.868399999999994,1.1680672268907564,1.0
e533ef1f-31a3-46cc-ba30-e651f6748621,1,True,"[(85, 108)]",166,178,40,51,166,88,187,193,85,193,85,193,85,193,85,193,85,193,85,193,85,193,85,193,85,193,85,193,85,193.0,85.0,193.0,85.0,193.0,85.0,193.0,85.0,1.032085561497326,1.032085561497326
e533ef1f-31a3-46cc-ba30-e651f6748621,1,True,"[(108, 85)]",178,166,51,40,178,99,187,193,108,193,108,193,108,193,108,193,108,193,108,193,108,193,108,193,108,193,108,193,108,193.0,108.0,193.0,108.0,193.0,108.0,193.0,108.0,1.032085561497326,1.032085561497326
a701ad8a-2afa-49fe-8fe0-b12b5f7a9bc9,23,True,"[(73, 84), (98, 75)]",188,210,55,48,188,73,157,157,73,157,73,157,73,157,73,157,73,157,73,157,73,157,73,157,73,173,98,157,73,157.0,73.0,157.0,73.0,157.0,73.0,160.7551,78.8673,1.1019108280254777,1.0
a701ad8a-2afa-49fe-8fe0-b12b5f7a9bc9,23,True,"[(84, 73), (75, 98)]",210,188,48,55,210,84,157,157,84,157,84,157,84,157,84,157,84,157,84,157,84,157,84,157,84,173,75,157,84,157.0,84.0,157.0,84.0,157.0,84.0,160.7551,81.8878,1.1019108280254777,1.0
83244575-9fd5-4d00-a4be-7da4a8dde7ed,1,False,"[(56, 33), (48, 59)]",90,78,19,24,90,30,83,89,56,89,56,89,56,89,56,107,48,89,56,89,56,89,56,89,56,107,48,89,56,94.8236,53.4118,89.0,56.0,89.0,56.0,93.4628,54.0165,1.2891566265060241,1.072289156626506
83244575-9fd5-4d00-a4be-7da4a8dde7ed,1,False,"[(33, 56), (59, 48)]",78,90,24,19,78,53,83,89,33,89,33,89,33,89,33,107,59,89,33,89,33,89,33,89,33,107,59,89,33,94.8236,41.4118,89.0,33.0,89.0,33.0,93.4628,39.4463,1.2891566265060241,1.072289156626506
6539d36e-920c-415a-b978-692d161f7e6a,22,True,"[(66, 77)]",90,78,46,24,90,77,121,143,66,143,66,143,66,143,66,143,66,143,66,143,66,143,66,143,66,143,66,143,66,143.0,66.0,143.0,66.0,143.0,66.0,143.0,66.0,1.1818181818181819,1.1818181818181819
6539d36e-920c-415a-b978-692d161f7e6a,22,True,"[(77, 66)]",78,90,24,46,78,44,121,143,77,143,77,143,77,143,77,143,77,143,77,143,77,143,77,143,77,143,77,143,77,143.0,77.0,143.0,77.0,143.0,77.0,143.0,77.0,1.1818181818181819,1.1818181818181819
dc67b52c-4c6a-4714-8f67-82e76fcebbf6,0,False,"[(134, 111)]",256,210,111,97,256,125,239,245,134,245,134,245,134,245,134,245,134,245,134,245,134,245,134,245,134,245,134,245,134,245.0,134.0,245.0,134.0,245.0,134.0,245.0,134.0,1.0251046025104602,1.0251046025104602
dc67b52c-4c6a-4714-8f67-82e76fcebbf6,0,False,"[(111, 134)]",210,256,97,111,210,114,239,245,111,245,111,245,111,245,111,245,111,245,111,245,111,245,111,245,111,245,111,245,111,245.0,111.0,245.0,111.0,245.0,111.0,245.0,111.0,1.0251046025104602,1.0251046025104602
4f407a86-a6c2-493e-9988-61af32204394,0,False,"[(129, 106)]",300,254,103,92,300,129,235,235,129,235,129,235,129,235,129,235,129,235,129,235,129,235,129,235,129,235,129,235,129,235.0,129.0,235.0,129.0,235.0,129.0,235.0,129.0,1.0,1.0
4f407a86-a6c2-493e-9988-61af32204394,0,False,"[(106, 129)]",254,300,92,103,254,106,235,235,106,235,106,235,106,235,106,235,106,235,106,235,106,235,106,235,106,235,106,235,106,235.0,106.0,235.0,106.0,235.0,106.0,235.0,106.0,1.0,1.0
9d9b7eaa-6aa8-4d46-90e1-7c57215433ca,22,False,"[(46, 35), (45, 68)]",90,78,27,15,90,46,81,81,46,81,46,81,46,81,46,81,46,81,46,81,46,81,46,81,46,113,45,81,46,81.0,46.0,81.0,46.0,81.0,46.0,81.9006,45.9719,1.3950617283950617,1.0
9d9b7eaa-6aa8-4d46-90e1-7c57215433ca,22,False,"[(35, 46), (68, 45)]",78,90,15,27,78,35,81,81,35,81,35,81,35,81,35,81,35,81,35,81,35,81,35,81,35,113,68,81,35,81.0,35.0,81.0,35.0,81.0,35.0,81.9006,35.9287,1.3950617283950617,1.0
d5f10ce7-b286-4ac8-911f-700399a0e412,11,False,"[(54, 65)]",144,144,45,45,144,54,119,119,54,119,54,119,54,119,54,119,54,119,54,119,54,119,54,119,54,119,54,119,54,119.0,54.0,119.0,54.0,119.0,54.0,119.0,54.0,1.0,1.0
d5f10ce7-b286-4ac8-911f-700399a0e412,11,False,"[(65, 54)]",144,144,45,45,144,65,119,119,65,119,65,119,65,119,65,119,65,119,65,119,65,119,65,119,65,119,65,119,65,119.0,65.0,119.0,65.0,119.0,65.0,119.0,65.0,1.0,1.0
c4a96f37-057b-4eca-be13-9710108ef389,11,True,"[(85, 96)]",122,144,41,45,122,85,181,181,85,181,85,181,85,181,85,181,85,181,85,181,85,181,85,181,85,181,85,181,85,181.0,85.0,181.0,85.0,181.0,85.0,181.0,85.0,1.0,1.0
c4a96f37-057b-4eca-be13-9710108ef389,11,True,"[(96, 85)]",144,122,45,41,144,96,181,181,96,181,96,181,96,181,96,181,96,181,96,181,96,181,96,181,96,181,96,181,96,181.0,96.0,181.0,96.0,181.0,96.0,181.0,96.0,1.0,1.0
3ddd61b5-882d-4574-9856-a92092b93f67,22,False,"[(55, 66), (42, 87), (51, 84)]",100,156,28,43,100,55,121,129,42,121,55,121,55,121,55,121,55,129,42,135,51,121,55,121,55,135,51,121,55,129.0,42.0,121.0,55.0,124.29669999999999,49.6429,124.9196,48.6307,1.115702479338843,1.0
3ddd61b5-882d-4574-9856-a92092b93f67,22,False,"[(66, 55), (87, 42), (84, 51)]",156,100,43,28,156,66,121,129,87,121,66,121,66,121,66,121,66,129,87,135,84,121,66,121,66,135,84,121,66,129.0,87.0,121.0,66.0,124.29669999999999,74.6538,124.9196,76.2889,1.115702479338843,1.0
8162754d-1b60-42f3-aed4-6837fe00c211,0,False,"[(141, 164)]",298,398,82,123,298,144,299,305,141,305,141,305,141,305,141,305,141,305,141,305,141,305,141,305,141,305,141,305,141,305.0,141.0,305.0,141.0,305.0,141.0,305.0,141.0,1.020066889632107,1.020066889632107
8162754d-1b60-42f3-aed4-6837fe00c211,0,False,"[(164, 141)]",398,298,123,82,398,155,299,305,164,305,164,305,164,305,164,305,164,305,164,305,164,305,164,305,164,305,164,305,164,305.0,164.0,305.0,164.0,305.0,164.0,305.0,164.0,1.020066889632107,1.020066889632107
8b69b583-f639-494e-b98e-d6cf76630106,22,False,"[(74, 85)]",178,178,65,62,178,74,159,159,74,159,74,159,74,159,74,159,74,159,74,159,74,159,74,159,74,159,74,159,74,159.0,74.0,159.0,74.0,159.0,74.0,159.0,74.0,1.0,1.0
8b69b583-f639-494e-b98e-d6cf76630106,22,False,"[(85, 74)]",178,178,62,65,178,85,159,159,85,159,85,159,85,159,85,159,85,159,85,159,85,159,85,159,85,159,85,159,85,159.0,85.0,159.0,85.0,159.0,85.0,159.0,85.0,1.0,1.0
e0f4afe8-13fd-4393-afef-06956503b11f,22,True,"[(62, 51), (43, 54)]",100,78,32,32,100,43,97,97,43,97,43,97,43,97,43,113,62,113,62,113,62,97,43,97,43,113,62,97,43,113.0,62.0,97.0,43.0,97.0,43.0,101.0,47.75,1.1649484536082475,1.0
e0f4afe8-13fd-4393-afef-06956503b11f,22,True,"[(51, 62), (54, 43)]",78,100,32,32,78,54,97,97,54,97,54,97,54,97,54,113,51,113,51,113,51,97,54,97,54,113,51,97,54,113.0,51.0,97.0,54.0,97.0,54.0,101.0,53.25,1.1649484536082475,1.0
1f5eb4f1-d85c-4715-9776-23322d21600c,0,False,"[(604, 31), (578, 39)]",640,56,199,19,640,578,617,635,604,617,578,617,578,617,578,617,578,635,604,617,578,635,604,617,578,635,604,617,578,635.0,604.0,617.0,578.0,619.3371999999999,581.376,624.7906,589.2531,1.0291734197730957,1.0
1f5eb4f1-d85c-4715-9776-23322d21600c,0,False,"[(31, 604), (39, 578)]",56,640,19,199,56,39,617,635,31,617,39,617,39,617,39,617,39,635,31,617,39,635,31,617,39,635,31,617,39,635.0,31.0,617.0,39.0,619.3371999999999,37.961200000000005,624.7906,35.5375,1.0291734197730957,1.0
0132e2f8-491e-4ba6-b8ad-5bced3a2efe1,0,True,"[(44, 21)]",80,34,26,7,80,35,59,65,44,65,44,65,44,65,44,65,44,65,44,65,44,65,44,65,44,65,44,65,44,65.0,44.0,65.0,44.0,65.0,44.0,65.0,44.0,1.1016949152542372,1.1016949152542372
0132e2f8-491e-4ba6-b8ad-5bced3a2efe1,0,True,"[(21, 44)]",34,80,7,26,34,24,59,65,21,65,21,65,21,65,21,65,21,65,21,65,21,65,21,65,21,65,21,65,21,65.0,21.0,65.0,21.0,65.0,21.0,65.0,21.0,1.1016949152542372,1.1016949152542372
b95935b9-861d-4155-896f-079ffd0aaa36,1,False,"[(35, 58), (65, 54)]",100,112,26,35,100,35,93,93,35,93,35,93,35,93,35,119,65,93,35,93,35,93,35,93,35,119,65,93,35,101.4118,44.7059,93.0,35.0,93.0,35.0,96.38,38.9,1.2795698924731183,1.0
b95935b9-861d-4155-896f-079ffd0aaa36,1,False,"[(58, 35), (54, 65)]",112,100,35,26,112,58,93,93,58,93,58,93,58,93,58,119,54,93,58,93,58,93,58,93,58,119,54,93,58,101.4118,56.7059,93.0,58.0,93.0,58.0,96.38,57.48,1.2795698924731183,1.0
a7e20c2e-2acb-466c-9794-54c1a9d41411,23,True,"[(63, 40), (39, 50), (30, 53)]",100,78,19,23,100,33,77,83,30,89,39,83,30,83,30,89,39,103,63,103,63,83,30,83,30,103,63,83,30,102.5652,62.2826,83.0,30.0,84.98140000000001,33.2693,91.4104,43.8771,1.3376623376623376,1.077922077922078
a7e20c2e-2acb-466c-9794-54c1a9d41411,23,True,"[(40, 63), (50, 39), (53, 30)]",78,100,23,19,78,44,77,83,53,89,50,83,53,83,53,89,50,103,40,103,40,83,53,83,53,103,40,83,53,102.5652,40.2826,83.0,53.0,84.98140000000001,51.7121,91.4104,47.5333,1.3376623376623376,1.077922077922078
2eabc8d6-31a2-40c7-a275-3b05d855b532,22,True,"[(41, 64)]",112,78,23,31,112,44,99,105,41,105,41,105,41,105,41,105,41,105,41,105,41,105,41,105,41,105,41,105,41,105.0,41.0,105.0,41.0,105.0,41.0,105.0,41.0,1.0606060606060606,1.0606060606060606
2eabc8d6-31a2-40c7-a275-3b05d855b532,22,True,"[(64, 41)]",78,112,31,23,78,55,99,105,64,105,64,105,64,105,64,105,64,105,64,105,64,105,64,105,64,105,64,105,64,105.0,64.0,105.0,64.0,105.0,64.0,105.0,64.0,1.0606060606060606,1.0606060606060606
832c83b9-f45f-4cb9-ab21-52c366206ad5,11,True,"[(156, 90)]",156,90,57,18,156,147,239,246,156,246,156,246,156,246,156,246,156,246,156,246,156,246,156,246,156,246,156,246,156,246.0,156.0,246.0,156.0,246.0,156.0,246.0,156.0,1.0292887029288702,1.0292887029288702
832c83b9-f45f-4cb9-ab21-52c366206ad5,11,True,"[(90, 156)]",90,156,18,57,90,92,239,246,90,246,90,246,90,246,90,246,90,246,90,246,90,246,90,246,90,246,90,246,90,246.0,90.0,246.0,90.0,246.0,90.0,246.0,90.0,1.0292887029288702,1.0292887029288702
d53ef747-231c-4426-85a9-19f5de375bc9,23,True,"[(90, 232)]",90,232,22,70,90,147,283,322,90,322,90,322,90,322,90,322,90,322,90,322,90,322,90,322,90,322,90,322,90,322.0,90.0,322.0,90.0,322.0,90.0,322.0,90.0,1.137809187279152,1.137809187279152
d53ef747-231c-4426-85a9-19f5de375bc9,23,True,"[(232, 90)]",232,90,70,22,232,136,283,322,232,322,232,322,232,322,232,322,232,322,232,322,232,322,232,322,232,322,232,322,232,322.0,232.0,322.0,232.0,322.0,232.0,322.0,232.0,1.137809187279152,1.137809187279152
784902c3-d4ca-4df8-92d4-b000412d5068,22,False,"[(53, 76), (57, 68)]",134,134,45,35,134,56,123,129,53,125,57,125,57,125,57,125,57,125,57,125,57,125,57,125,57,129,53,125,57,125.0,57.0,125.0,57.0,125.0,57.0,126.15790000000001,55.8421,1.048780487804878,1.016260162601626
784902c3-d4ca-4df8-92d4-b000412d5068,22,False,"[(76, 53), (68, 57)]",134,134,35,45,134,67,123,129,76,125,68,125,68,125,68,125,68,125,68,125,68,125,68,125,68,129,76,125,68,125.0,68.0,125.0,68.0,125.0,68.0,126.15790000000001,70.3158,1.048780487804878,1.016260162601626
4a700c4b-39d5-4ac0-b7e5-9402f620c95d,33,False,"[(81, 70), (52, 85)]",100,166,19,34,100,46,125,137,52,151,81,137,52,137,52,151,81,137,52,137,52,137,52,137,52,151,81,137,52,137.0,52.0,137.0,52.0,137.0,52.0,139.8767,57.9589,1.208,1.096
4a700c4b-39d5-4ac0-b7e5-9402f620c95d,33,False,"[(70, 81), (85, 52)]",166,100,34,19,166,79,125,137,85,151,70,137,85,137,85,151,70,137,85,137,85,137,85,137,85,151,70,137,85,137.0,85.0,137.0,85.0,137.0,85.0,139.8767,81.9178,1.208,1.096
ef468410-fb34-47e2-b3ca-b0e5b65bb583,23,True,"[(58, 25)]",100,56,30,11,100,58,83,83,58,83,58,83,58,83,58,83,58,83,58,83,58,83,58,83,58,83,58,83,58,83.0,58.0,83.0,58.0,83.0,58.0,83.0,58.0,1.0,1.0
ef468410-fb34-47e2-b3ca-b0e5b65bb583,23,True,"[(25, 58)]",56,100,11,30,56,25,83,83,25,83,25,83,25,83,25,83,25,83,25,83,25,83,25,83,25,83,25,83,25,83.0,25.0,83.0,25.0,83.0,25.0,83.0,25.0,1.0,1.0
febea4ca-a6ce-4cbe-9b73-e4400e15c042,23,False,"[(55, 32), (38, 49)]",100,100,26,32,100,46,81,87,55,87,38,87,55,87,55,87,38,87,38,87,38,87,55,87,38,87,55,87,55,87.0,43.5,87.0,38.0,87.0,43.5,87.0,46.1077,1.0740740740740742,1.0740740740740742
febea4ca-a6ce-4cbe-9b73-e4400e15c042,23,False,"[(32, 55), (49, 38)]",100,100,32,26,100,35,81,87,32,87,49,87,32,87,32,87,49,87,49,87,49,87,32,87,49,87,32,87,32,87.0,43.5,87.0,49.0,87.0,43.5,87.0,40.8923,1.0740740740740742,1.0740740740740742
e9e55eba-04fa-413b-8140-196384a4cc3b,0,False,"[(42, 65), (43, 54)]",100,146,28,40,100,43,97,107,42,97,43,97,43,97,43,97,43,107,42,97,43,97,43,97,43,107,42,97,43,107.0,42.0,97.0,43.0,97.0,43.0,98.2603,42.874,1.1030927835051547,1.0
e9e55eba-04fa-413b-8140-196384a4cc3b,0,False,"[(65, 42), (54, 43)]",146,100,40,28,146,54,97,107,65,97,54,97,54,97,54,97,54,107,65,97,54,97,54,97,54,107,65,97,54,107.0,65.0,97.0,54.0,97.0,54.0,98.2603,55.386300000000006,1.1030927835051547,1.0
0830bc9a-2582-4be9-a26e-6c8a052df3c1,22,False,"[(50, 27)]",90,90,18,27,90,41,71,77,50,77,50,77,50,77,50,77,50,77,50,77,50,77,50,77,50,77,50,77,50,77.0,50.0,77.0,50.0,77.0,50.0,77.0,50.0,1.0845070422535212,1.0845070422535212
0830bc9a-2582-4be9-a26e-6c8a052df3c1,22,False,"[(27, 50)]",90,90,27,18,90,30,71,77,27,77,27,77,27,77,27,77,27,77,27,77,27,77,27,77,27,77,27,77,27,77.0,27.0,77.0,27.0,77.0,27.0,77.0,27.0,1.0845070422535212,1.0845070422535212
6177f6b0-1f0c-45c6-b19a-9ba5730f8bf7,11,False,"[(52, 75), (57, 68), (61, 50)]",100,122,41,50,100,61,111,111,61,111,61,111,61,111,61,125,57,127,52,125,57,111,61,111,61,127,52,111,61,126.5294,52.2647,111.0,61.0,111.0,61.0,116.6104,57.8442,1.1441441441441442,1.0
6177f6b0-1f0c-45c6-b19a-9ba5730f8bf7,11,False,"[(75, 52), (68, 57), (50, 61)]",122,100,50,41,122,50,111,111,50,111,50,111,50,111,50,125,68,127,75,125,68,111,50,111,50,127,75,111,50,126.5294,74.2647,111.0,50.0,111.0,50.0,116.6104,58.7662,1.1441441441441442,1.0
819d5bc3-3443-4aef-96f2-f973cefa81b1,1,False,"[(47, 24), (39, 28), (37, 48)]",90,78,18,15,90,38,65,71,47,67,39,67,39,67,39,67,39,67,39,67,39,67,39,67,39,85,37,67,39,67.3334,39.6667,67.0,39.0,67.0,39.0,67.6459,40.2919,1.3076923076923077,1.0307692307692307
819d5bc3-3443-4aef-96f2-f973cefa81b1,1,False,"[(24, 47), (28, 39), (48, 37)]",78,90,15,18,78,27,65,71,24,67,28,67,28,67,28,67,28,67,28,67,28,67,28,67,28,85,48,67,28,67.3334,27.6667,67.0,28.0,67.0,28.0,67.6459,27.354,1.3076923076923077,1.0307692307692307
