eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Utilitarian,Individual Time In Utilitarian,Egalitarian,Individual Time In Egalitarian,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,PoA,PoS
bc0b03f3-f8fe-4c77-83fc-94641bd2a6d5,0,False,"[(44, 21)]",80,34,17,7,80,35,59,65,44,65,44,65,44,65,44,65,44,65,44,65,44,65,44,65,44,65,44,65,44,65.0,44.0,65.0,44.0,65.0,44.0,65.0,44.0,1.1016949152542372,1.1016949152542372
bc0b03f3-f8fe-4c77-83fc-94641bd2a6d5,0,False,"[(21, 44)]",34,80,7,17,34,24,59,65,21,65,21,65,21,65,21,65,21,65,21,65,21,65,21,65,21,65,21,65,21,65.0,21.0,65.0,21.0,65.0,21.0,65.0,21.0,1.1016949152542372,1.1016949152542372
9b289f11-2dd3-4911-86a9-dfe1ae776579,0,False,"[(206, 195), (189, 212)]",540,586,166,186,540,192,395,401,189,401,206,401,206,401,206,401,206,401,189,401,189,401,189,401,189,401,206,401,206,401.0,189.0,401.0,189.0,401.0,189.0027,401.0,197.04180000000002,1.0151898734177216,1.0151898734177216
9b289f11-2dd3-4911-86a9-dfe1ae776579,0,False,"[(195, 206), (212, 189)]",586,540,186,166,586,203,395,401,212,401,195,401,195,401,195,401,195,401,212,401,212,401,212,401,212,401,195,401,195,401.0,212.0,401.0,212.0,401.0,211.9973,401.0,203.95819999999998,1.0151898734177216,1.0151898734177216
a3b57d75-c6a0-4545-8f05-1bee590d9a6b,0,False,"[(71, 60)]",168,122,53,49,168,71,131,131,71,131,71,131,71,131,71,131,71,131,71,131,71,131,71,131,71,131,71,131,71,131.0,71.0,131.0,71.0,131.0,71.0,131.0,71.0,1.0,1.0
a3b57d75-c6a0-4545-8f05-1bee590d9a6b,0,False,"[(60, 71)]",122,168,49,53,122,60,131,131,60,131,60,131,60,131,60,131,60,131,60,131,60,131,60,131,60,131,60,131,60,131.0,60.0,131.0,60.0,131.0,60.0,131.0,60.0,1.0,1.0
91ae188d-1ed3-480b-839d-51b4218892a9,22,False,"[(49, 72), (51, 62), (60, 49)]",100,112,37,40,100,60,109,121,49,109,60,109,60,109,60,113,51,113,51,113,51,109,60,109,60,121,49,109,60,109.0,60.0,113.6666,50.8333,109.80340000000001,58.1923,111.2537,54.9293,1.110091743119266,1.0
91ae188d-1ed3-480b-839d-51b4218892a9,22,False,"[(72, 49), (62, 51), (49, 60)]",112,100,40,37,112,49,109,121,72,109,49,109,49,109,49,113,62,113,62,113,62,109,49,109,49,121,72,109,49,109.0,49.0,113.6666,62.8333,109.80340000000001,51.6111,111.2537,56.3244,1.110091743119266,1.0
04a2b919-0268-4931-b6e3-9a1f4f123aee,22,False,"[(40, 95), (54, 87)]",90,100,32,27,90,40,135,135,40,141,54,135,40,135,40,141,54,141,54,141,54,135,40,141,54,135,40,135,40,135.0,40.0,141.0,54.0,141.0,54.0,139.12369999999999,49.622,1.0444444444444445,1.0
04a2b919-0268-4931-b6e3-9a1f4f123aee,22,False,"[(95, 40), (87, 54)]",100,90,27,32,100,95,135,135,95,141,87,135,95,135,95,141,87,141,87,141,87,135,95,141,87,135,95,135,95,135.0,95.0,141.0,87.0,141.0,87.0,139.12369999999999,89.5017,1.0444444444444445,1.0
e6d815c5-d673-4d19-98c4-a6efceefd342,22,False,"[(168, 179)]",508,496,159,156,508,168,347,347,168,347,168,347,168,347,168,347,168,347,168,347,168,347,168,347,168,347,168,347,168,347.0,168.0,347.0,168.0,347.0,168.0,347.0,168.0,1.0,1.0
e6d815c5-d673-4d19-98c4-a6efceefd342,22,False,"[(179, 168)]",496,508,156,159,496,179,347,347,179,347,179,347,179,347,179,347,179,347,179,347,179,347,179,347,179,347,179,347,179,347.0,179.0,347.0,179.0,347.0,179.0,347.0,179.0,1.0,1.0
305bec92-9bb6-447c-b065-d66cddd4fa96,11,False,"[(72, 39), (33, 78)]",100,144,19,30,100,33,111,111,33,111,72,111,72,111,72,111,72,111,33,111,33,111,33,111,33,111,72,111,72,111.0,33.0,111.0,33.5,111.0,33.5026,111.0,48.1919,1.0,1.0
305bec92-9bb6-447c-b065-d66cddd4fa96,11,False,"[(39, 72), (78, 33)]",144,100,30,19,144,78,111,111,78,111,39,111,39,111,39,111,39,111,78,111,78,111,78,111,78,111,39,111,39,111.0,78.0,111.0,77.5,111.0,77.4974,111.0,62.808099999999996,1.0,1.0
047684ff-0709-4648-897b-17919b0d9274,0,False,"[(70, 93), (78, 89), (91, 80)]",100,156,28,57,100,73,157,163,70,167,78,163,70,163,70,167,78,163,70,163,70,163,70,163,70,171,91,163,70,163.0,70.0,163.0,70.0,163.0,70.0,164.571,74.12389999999999,1.089171974522293,1.0382165605095541
047684ff-0709-4648-897b-17919b0d9274,0,False,"[(93, 70), (89, 78), (80, 91)]",156,100,57,28,156,84,157,163,93,167,89,163,93,163,93,167,89,163,93,163,93,163,93,163,93,171,80,163,93,163.0,93.0,163.0,93.0,163.0,93.0,164.571,90.4471,1.089171974522293,1.0382165605095541
fda0111f-9119-49bd-b52b-cbe6ae807098,22,False,"[(82, 105), (86, 97)]",244,244,73,73,244,85,181,187,82,183,86,183,86,183,86,183,86,183,86,183,86,183,86,183,86,187,82,183,86,183.0,86.0,183.0,86.0,183.0,86.0,184.2484,84.7516,1.0331491712707181,1.011049723756906
fda0111f-9119-49bd-b52b-cbe6ae807098,22,False,"[(105, 82), (97, 86)]",244,244,73,73,244,96,181,187,105,183,97,183,97,183,97,183,97,183,97,183,97,183,97,183,97,187,105,183,97,183.0,97.0,183.0,97.0,183.0,97.0,184.2484,99.49680000000001,1.0331491712707181,1.011049723756906
56575745-629a-4db0-af2e-fe23e494440e,23,True,"[(178, 376)]",178,376,52,115,178,210,409,554,178,554,178,554,178,554,178,554,178,554,178,554,178,554,178,554,178,554,178,554,178,554.0,178.0,554.0,178.0,554.0,178.0,554.0,178.0,1.354523227383863,1.354523227383863
56575745-629a-4db0-af2e-fe23e494440e,23,True,"[(376, 178)]",376,178,115,52,376,199,409,554,376,554,376,554,376,554,376,554,376,554,376,554,376,554,376,554,376,554,376,554,376,554.0,376.0,554.0,376.0,554.0,376.0,554.0,376.0,1.354523227383863,1.354523227383863
dbddc902-2812-41c1-8ff7-fd7896280e03,11,False,"[(352, 363), (377, 354)]",1574,1574,348,343,1574,352,715,715,352,715,352,715,352,715,352,715,352,715,352,715,352,715,352,715,352,731,377,715,352,715.0,352.0,720.1763999999998,360.0881999999999,715.0,352.0,719.2404000000001,358.6256000000001,1.0223776223776224,1.0
dbddc902-2812-41c1-8ff7-fd7896280e03,11,False,"[(363, 352), (354, 377)]",1574,1574,343,348,1574,363,715,715,363,715,363,715,363,715,363,715,363,715,363,715,363,715,363,715,363,731,354,715,363,715.0,363.0,720.1763999999998,360.0881999999999,715.0,363.0,719.2404000000001,360.61480000000006,1.0223776223776224,1.0
43ac8a02-2cc2-4e21-9a6a-aad502e5de7a,11,False,"[(58, 47), (49, 60)]",100,144,36,27,100,58,105,105,58,105,58,105,58,105,58,105,58,109,49,109,49,105,58,109,49,105,58,105,58,105.0,58.0,109.0,49.0,108.99719999999999,49.0064,107.27350000000001,52.8848,1.0380952380952382,1.0
43ac8a02-2cc2-4e21-9a6a-aad502e5de7a,11,False,"[(47, 58), (60, 49)]",144,100,27,36,144,47,105,105,47,105,47,105,47,105,47,105,47,109,60,109,60,105,47,109,60,105,47,105,47,105.0,47.0,109.0,60.0,108.99719999999999,59.99079999999999,107.27350000000001,54.3887,1.0380952380952382,1.0
9398ea5a-2b3c-4306-bb0c-e0e30a2fb1ea,0,False,"[(59, 48), (46, 57), (42, 65)]",100,146,28,38,100,45,101,107,42,103,46,103,46,103,46,107,59,107,42,107,42,103,46,103,46,107,59,103,46,103.0,46.0,107.0,42.0,103.0,46.0,103.28960000000001,46.941,1.0594059405940595,1.0198019801980198
9398ea5a-2b3c-4306-bb0c-e0e30a2fb1ea,0,False,"[(48, 59), (57, 46), (65, 42)]",146,100,38,28,146,56,101,107,65,103,57,103,57,103,57,107,48,107,65,107,65,103,57,103,57,107,48,103,57,103.0,57.0,107.0,65.0,103.0,57.0,103.28960000000001,56.348600000000005,1.0594059405940595,1.0198019801980198
0359c355-5964-4d15-bcaa-03e3b17a1733,22,False,"[(88, 111), (101, 90)]",354,354,79,76,354,101,191,199,88,191,101,191,101,191,101,191,101,191,101,191,101,191,101,191,101,199,88,191,101,191.0,101.0,193.58820000000003,96.79410000000001,191.0,101.0,194.04459999999995,96.05259999999998,1.0418848167539267,1.0
0359c355-5964-4d15-bcaa-03e3b17a1733,22,False,"[(111, 88), (90, 101)]",354,354,76,79,354,90,191,199,111,191,90,191,90,191,90,191,90,191,90,191,90,191,90,191,90,199,111,191,90,191.0,90.0,193.58820000000003,96.79410000000001,191.0,90.0,194.04459999999995,97.99200000000002,1.0418848167539267,1.0
57b462ab-8cc9-470d-8a28-7d26e7a43434,1,False,"[(46, 69)]",100,112,32,39,100,49,109,115,46,115,46,115,46,115,46,115,46,115,46,115,46,115,46,115,46,115,46,115,46,115.0,46.0,115.0,46.0,115.0,46.0,115.0,46.0,1.055045871559633,1.055045871559633
57b462ab-8cc9-470d-8a28-7d26e7a43434,1,False,"[(69, 46)]",112,100,39,32,112,60,109,115,69,115,69,115,69,115,69,115,69,115,69,115,69,115,69,115,69,115,69,115,69,115.0,69.0,115.0,69.0,115.0,69.0,115.0,69.0,1.055045871559633,1.055045871559633
88be43a7-73cc-4ca3-96e2-82f95978a896,22,False,"[(45, 68)]",90,90,36,36,90,48,107,113,45,113,45,113,45,113,45,113,45,113,45,113,45,113,45,113,45,113,45,113,45,113.0,45.0,113.0,45.0,113.0,45.0,113.0,45.0,1.0560747663551402,1.0560747663551402
88be43a7-73cc-4ca3-96e2-82f95978a896,22,False,"[(68, 45)]",90,90,36,36,90,59,107,113,68,113,68,113,68,113,68,113,68,113,68,113,68,113,68,113,68,113,68,113,68,113.0,68.0,113.0,68.0,113.0,68.0,113.0,68.0,1.0560747663551402,1.0560747663551402
a6b77c8f-3961-4156-bd3e-ef0d2153665c,0,False,"[(45, 34), (53, 30)]",80,34,35,16,80,44,77,83,53,79,45,79,45,79,45,79,45,83,53,83,53,83,53,83,53,79,45,79,45,79.0,45.0,83.0,53.0,83.0,53.0,82.2558,51.5116,1.077922077922078,1.025974025974026
a6b77c8f-3961-4156-bd3e-ef0d2153665c,0,False,"[(34, 45), (30, 53)]",34,80,16,35,34,33,77,83,30,79,34,79,34,79,34,79,34,83,30,83,30,83,30,83,30,79,34,79,34,79.0,34.0,83.0,30.0,83.0,30.0,82.2558,30.7442,1.077922077922078,1.025974025974026
6f281d52-e7b2-443f-bddb-197f44567c61,0,True,"[(90, 34)]",90,34,36,7,90,63,103,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124,90,124.0,90.0,124.0,90.0,124.0,90.0,124.0,90.0,1.203883495145631,1.203883495145631
6f281d52-e7b2-443f-bddb-197f44567c61,0,True,"[(34, 90)]",34,90,7,36,34,40,103,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124,34,124.0,34.0,124.0,34.0,124.0,34.0,124.0,34.0,1.203883495145631,1.203883495145631
daa2c37d-673c-4630-87f4-25b9912d3a2f,0,False,"[(44, 21), (37, 26)]",80,34,35,7,80,35,59,65,44,63,37,63,37,63,37,63,37,65,44,65,44,65,44,65,44,63,37,63,37,63.0,37.0,65.0,44.0,65.0,44.0,64.40520000000001,41.9183,1.1016949152542372,1.0677966101694916
daa2c37d-673c-4630-87f4-25b9912d3a2f,0,False,"[(21, 44), (26, 37)]",34,80,7,35,34,24,59,65,21,63,26,63,26,63,26,63,26,65,21,65,21,65,21,65,21,63,26,63,26,63.0,26.0,65.0,21.0,65.0,21.0,64.40520000000001,22.4869,1.1016949152542372,1.0677966101694916
7f993516-909e-434a-9ed4-d41dfa10231d,0,False,"[(36, 25)]",80,34,19,11,80,36,61,61,36,61,36,61,36,61,36,61,36,61,36,61,36,61,36,61,36,61,36,61,36,61.0,36.0,61.0,36.0,61.0,36.0,61.0,36.0,1.0,1.0
7f993516-909e-434a-9ed4-d41dfa10231d,0,False,"[(25, 36)]",34,80,11,19,34,25,61,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61,25,61.0,25.0,61.0,25.0,61.0,25.0,61.0,25.0,1.0,1.0
2f6f5201-5472-4ed0-a4d8-7eb4707ddbc6,0,False,"[(33, 56), (37, 48)]",100,146,19,29,100,36,83,89,33,85,37,85,37,85,37,85,37,89,33,85,37,85,37,85,37,89,33,85,37,85.0,37.0,89.0,33.0,85.0,37.0,86.68959999999998,35.3103,1.072289156626506,1.0240963855421688
2f6f5201-5472-4ed0-a4d8-7eb4707ddbc6,0,False,"[(56, 33), (48, 37)]",146,100,29,19,146,47,83,89,56,85,48,85,48,85,48,85,48,89,56,85,48,85,48,85,48,89,56,85,48,85.0,48.0,89.0,56.0,85.0,48.0,86.68959999999998,51.3793,1.072289156626506,1.0240963855421688
87bde1c3-a2c5-4c78-88a3-1609509913cd,11,False,"[(46, 57)]",100,122,32,36,100,46,103,103,46,103,46,103,46,103,46,103,46,103,46,103,46,103,46,103,46,103,46,103,46,103.0,46.0,103.0,46.0,103.0,46.0,103.0,46.0,1.0,1.0
87bde1c3-a2c5-4c78-88a3-1609509913cd,11,False,"[(57, 46)]",122,100,36,32,122,57,103,103,57,103,57,103,57,103,57,103,57,103,57,103,57,103,57,103,57,103,57,103,57,103.0,57.0,103.0,57.0,103.0,57.0,103.0,57.0,1.0,1.0
7a79b80b-a9b3-430f-a9cd-3b02be9b05db,0,False,"[(34, 57), (37, 48)]",100,146,23,30,100,37,85,91,34,85,37,85,37,85,37,85,37,91,34,85,37,85,37,85,37,91,34,85,37,85.0,37.0,91.0,34.0,85.0,37.0,86.98649999999998,36.0068,1.0705882352941176,1.0
7a79b80b-a9b3-430f-a9cd-3b02be9b05db,0,False,"[(57, 34), (48, 37)]",146,100,30,23,146,48,85,91,57,85,48,85,48,85,48,85,48,91,57,85,48,85,48,85,48,91,57,85,48,85.0,48.0,91.0,57.0,85.0,48.0,86.98649999999998,50.979699999999994,1.0705882352941176,1.0
7ea36e32-cde6-406e-9256-3ced7d85e348,0,False,"[(53, 30)]",80,34,26,16,80,44,77,83,53,83,53,83,53,83,53,83,53,83,53,83,53,83,53,83,53,83,53,83,53,83.0,53.0,83.0,53.0,83.0,53.0,83.0,53.0,1.077922077922078,1.077922077922078
7ea36e32-cde6-406e-9256-3ced7d85e348,0,False,"[(30, 53)]",34,80,16,26,34,33,77,83,30,83,30,83,30,83,30,83,30,83,30,83,30,83,30,83,30,83,30,83,30,83.0,30.0,83.0,30.0,83.0,30.0,83.0,30.0,1.077922077922078,1.077922077922078
de671e64-b750-4373-94e7-020070c9f8a8,0,False,"[(58, 35)]",112,78,38,24,112,49,87,93,58,93,58,93,58,93,58,93,58,93,58,93,58,93,58,93,58,93,58,93,58,93.0,58.0,93.0,58.0,93.0,58.0,93.0,58.0,1.0689655172413792,1.0689655172413792
de671e64-b750-4373-94e7-020070c9f8a8,0,False,"[(35, 58)]",78,112,24,38,78,38,87,93,35,93,35,93,35,93,35,93,35,93,35,93,35,93,35,93,35,93,35,93,35,93.0,35.0,93.0,35.0,93.0,35.0,93.0,35.0,1.0689655172413792,1.0689655172413792
f8099677-c4dd-42e3-8d52-b401217a7c6e,22,False,"[(82, 71), (70, 81), (102, 57), (47, 92)]",122,134,36,48,122,47,139,139,47,151,70,139,47,139,47,153,82,151,70,151,70,139,47,139,47,159,102,139,47,139.0,47.0,146.33339999999998,67.16669999999999,140.6364,51.5,146.65300000000002,68.0459,1.143884892086331,1.0
f8099677-c4dd-42e3-8d52-b401217a7c6e,22,False,"[(71, 82), (81, 70), (57, 102), (92, 47)]",134,122,48,36,134,92,139,139,92,151,81,139,92,139,92,153,71,151,81,151,81,139,92,139,92,159,57,139,92,139.0,92.0,146.33339999999998,79.16669999999999,140.6364,89.13640000000001,146.65300000000002,78.6071,1.143884892086331,1.0
78b32963-fb80-4879-86a3-04a0c6f4634f,22,False,"[(85, 74), (87, 54)]",100,90,37,41,100,87,141,141,87,159,85,141,87,141,87,159,85,159,85,159,85,141,87,141,87,159,85,141,87,141.0,87.0,159.0,85.0,141.0,87.0,144.4839,86.6129,1.127659574468085,1.0
78b32963-fb80-4879-86a3-04a0c6f4634f,22,False,"[(74, 85), (54, 87)]",90,100,41,37,90,54,141,141,54,159,74,141,54,141,54,159,74,159,74,159,74,141,54,141,54,159,74,141,54,141.0,54.0,159.0,74.0,141.0,54.0,144.4839,57.871,1.127659574468085,1.0
ce3fdd39-cb09-461b-83f1-4401b2446970,11,False,"[(120, 21)]",156,34,66,7,156,120,141,141,120,141,120,141,120,141,120,141,120,141,120,141,120,141,120,141,120,141,120,141,120,141.0,120.0,141.0,120.0,141.0,120.0,141.0,120.0,1.0,1.0
ce3fdd39-cb09-461b-83f1-4401b2446970,11,False,"[(21, 120)]",34,156,7,66,34,21,141,141,21,141,21,141,21,141,21,141,21,141,21,141,21,141,21,141,21,141,21,141,21,141.0,21.0,141.0,21.0,141.0,21.0,141.0,21.0,1.0,1.0
276d7b14-2380-40d7-ba59-6fadadf93e32,22,True,"[(54, 43), (58, 35), (36, 47)]",90,56,27,20,90,36,83,93,58,83,36,83,36,83,36,97,54,93,58,93,58,83,36,93,58,97,54,83,36,83.0,36.0,93.0,58.0,91.5226,54.7496,88.8378,48.8432,1.1686746987951808,1.0
276d7b14-2380-40d7-ba59-6fadadf93e32,22,True,"[(43, 54), (35, 58), (47, 36)]",56,90,20,27,56,47,83,93,35,83,47,83,47,83,47,97,43,93,35,93,35,83,47,93,35,97,43,83,47,83.0,47.0,93.0,35.0,91.5226,36.772999999999996,88.8378,39.9946,1.1686746987951808,1.0
fee3db3d-72c2-4113-8d55-9e48e2d1986d,23,True,"[(277, 56)]",310,78,90,42,310,268,327,333,277,333,277,333,277,333,277,333,277,333,277,333,277,333,277,333,277,333,277,333,277,333.0,277.0,333.0,277.0,333.0,277.0,333.0,277.0,1.018348623853211,1.018348623853211
fee3db3d-72c2-4113-8d55-9e48e2d1986d,23,True,"[(56, 277)]",78,310,42,90,78,59,327,333,56,333,56,333,56,333,56,333,56,333,56,333,56,333,56,333,56,333,56,333,56,333.0,56.0,333.0,56.0,333.0,56.0,333.0,56.0,1.018348623853211,1.018348623853211
7a4900d4-83f5-402b-9e68-0c283d8585f7,23,True,"[(90, 122)]",90,122,37,41,90,104,185,212,90,212,90,212,90,212,90,212,90,212,90,212,90,212,90,212,90,212,90,212,90,212.0,90.0,212.0,90.0,212.0,90.0,212.0,90.0,1.145945945945946,1.145945945945946
7a4900d4-83f5-402b-9e68-0c283d8585f7,23,True,"[(122, 90)]",122,90,41,37,122,81,185,212,122,212,122,212,122,212,122,212,122,212,122,212,122,212,122,212,122,212,122,212,122,212.0,122.0,212.0,122.0,212.0,122.0,212.0,122.0,1.145945945945946,1.145945945945946
675b10fc-c6e2-41c9-a366-327e30a82e79,0,False,"[(55, 66)]",100,146,41,48,100,55,121,121,55,121,55,121,55,121,55,121,55,121,55,121,55,121,55,121,55,121,55,121,55,121.0,55.0,121.0,55.0,121.0,55.0,121.0,55.0,1.0,1.0
675b10fc-c6e2-41c9-a366-327e30a82e79,0,False,"[(66, 55)]",146,100,48,41,146,66,121,121,66,121,66,121,66,121,66,121,66,121,66,121,66,121,66,121,66,121,66,121,66,121.0,66.0,121.0,66.0,121.0,66.0,121.0,66.0,1.0,1.0
feef7b47-a743-4fdd-ad32-992fbe2aa469,0,False,"[(48, 25)]",80,34,22,11,80,48,73,73,48,73,48,73,48,73,48,73,48,73,48,73,48,73,48,73,48,73,48,73,48,73.0,48.0,73.0,48.0,73.0,48.0,73.0,48.0,1.0,1.0
feef7b47-a743-4fdd-ad32-992fbe2aa469,0,False,"[(25, 48)]",34,80,11,22,34,25,73,73,25,73,25,73,25,73,25,73,25,73,25,73,25,73,25,73,25,73,25,73,25,73.0,25.0,73.0,25.0,73.0,25.0,73.0,25.0,1.0,1.0
0b312a78-c4d8-49fc-9b92-3d4262308ae8,22,False,"[(64, 31), (54, 65)]",100,90,23,22,100,64,95,95,64,95,64,95,64,95,64,119,54,95,64,95,64,95,64,95,64,119,54,95,64,95.0,64.0,107.5454,58.7727,95.0,64.0,101.5738,61.2609,1.2526315789473683,1.0
0b312a78-c4d8-49fc-9b92-3d4262308ae8,22,False,"[(31, 64), (65, 54)]",90,100,22,23,90,31,95,95,31,95,31,95,31,95,31,119,65,95,31,95,31,95,31,95,31,119,65,95,31,95.0,31.0,107.5454,48.7727,95.0,31.0,101.5738,40.3129,1.2526315789473683,1.0
d6fd1b0d-1b22-48a3-904e-ce37657c0562,0,False,"[(50, 61), (58, 47)]",100,146,31,42,100,54,97,105,58,105,58,105,58,105,58,111,50,111,50,111,50,105,58,111,50,105,58,105,58,105.0,58.0,111.0,50.0,110.4642,50.7145,108.185,53.7534,1.1443298969072164,1.0824742268041236
d6fd1b0d-1b22-48a3-904e-ce37657c0562,0,False,"[(61, 50), (47, 58)]",146,100,42,31,146,43,97,105,47,105,47,105,47,105,47,111,61,111,61,111,61,105,47,111,61,105,47,105,47,105.0,47.0,111.0,61.0,110.4642,59.749700000000004,108.185,54.4316,1.1443298969072164,1.0824742268041236
73a10afe-d650-40ba-9482-c2e601870763,23,False,"[(51, 74), (58, 35)]",100,122,26,30,100,49,87,93,58,93,58,93,58,93,58,125,51,125,51,93,58,93,58,93,58,125,51,93,58,93.0,58.0,124.3044,51.1522,93.0,58.0,100.7333,56.3083,1.4367816091954022,1.0689655172413792
73a10afe-d650-40ba-9482-c2e601870763,23,False,"[(74, 51), (35, 58)]",122,100,30,26,122,38,87,93,35,93,35,93,35,93,35,125,74,125,74,93,35,93,35,93,35,125,74,93,35,93.0,35.0,124.3044,73.1522,93.0,35.0,100.7333,44.425,1.4367816091954022,1.0689655172413792
dc1b204b-d43c-4ff2-b1b6-2aae9e74efdf,1,False,"[(33, 56), (49, 26), (42, 53)]",90,78,18,15,90,40,69,75,49,75,49,75,49,75,49,95,42,75,49,75,49,75,49,75,49,95,42,75,49,75.0,49.0,78.3478,45.1739,75.0,49.0,79.5822,43.7632,1.3768115942028984,1.0869565217391304
dc1b204b-d43c-4ff2-b1b6-2aae9e74efdf,1,False,"[(56, 33), (26, 49), (53, 42)]",78,90,15,18,78,29,69,75,26,75,26,75,26,75,26,95,53,75,26,75,26,75,26,75,26,95,53,75,26,75.0,26.0,78.3478,33.1739,75.0,26.0,79.5822,35.819,1.3768115942028984,1.0869565217391304
407eb8ae-ee8e-4f86-96d3-277d5cc20d92,0,False,"[(273, 296)]",914,960,259,269,914,276,563,569,273,569,273,569,273,569,273,569,273,569,273,569,273,569,273,569,273,569,273,569,273,569.0,273.0,569.0,273.0,569.0,273.0,569.0,273.0,1.0106571936056838,1.0106571936056838
