eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Utilitarian,Individual Time In Utilitarian,Egalitarian,Individual Time In Egalitarian,Nash,Individual Time In Nash,PoA,PoS
acd7c484-0934-4d37-8beb-f91603bfaa8c,132,True,"[(78, 122)]",78,122,28,23,78,78,200,200,78,200,78,200,78,200,78,200,78,200,78,200,78,200,78,200,78,200,78,200,78,200.0,78.0,200.0,78.0,200.0,78.0,200.0,78.0,1.0,1.0
d88b7292-9a5b-47c1-a173-c1ea6adc7b6f,143,True,"[(100, 100)]",100,100,19,19,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
d88b7292-9a5b-47c1-a173-c1ea6adc7b6f,143,True,"[(100, 100)]",100,100,19,19,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
0e981310-e4f8-42e4-86e3-c0636aab9168,133,True,"[(100, 100)]",100,100,28,19,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
0e981310-e4f8-42e4-86e3-c0636aab9168,133,True,"[(100, 100)]",100,100,19,28,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
5c8ae0f1-1a46-4bab-8d88-7c49f86eb596,133,True,"[(100, 672)]",100,672,28,225,100,100,772,772,100,772,100,772,100,772,100,772,100,772,100,772,100,772,100,772,100,772,100,772,100,772.0,100.0,772.0,100.0,772.0,100.0,772.0,100.0,1.0,1.0
5c8ae0f1-1a46-4bab-8d88-7c49f86eb596,133,True,"[(672, 100)]",672,100,225,28,672,672,772,772,672,772,672,772,672,772,672,772,672,772,672,772,672,772,672,772,672,772,672,772,672,772.0,672.0,772.0,672.0,772.0,672.0,772.0,672.0,1.0,1.0
3a7eb5c1-c509-45cd-880f-915a7721e359,89,True,"[(122, 56)]",122,56,32,11,122,122,178,178,122,178,122,178,122,178,122,178,122,178,122,178,122,178,122,178,122,178,122,178,122,178.0,122.0,178.0,122.0,178.0,122.0,178.0,122.0,1.0,1.0
3a7eb5c1-c509-45cd-880f-915a7721e359,89,True,"[(56, 122)]",56,122,11,32,56,56,178,178,56,178,56,178,56,178,56,178,56,178,56,178,56,178,56,178,56,178,56,178,56,178.0,56.0,178.0,56.0,178.0,56.0,178.0,56.0,1.0,1.0
55a776c2-c8e9-4b6b-a65b-e811ef22530c,111,True,"[(122, 156)]",122,156,36,31,122,122,278,278,122,278,122,278,122,278,122,278,122,278,122,278,122,278,122,278,122,278,122,278,122,278.0,122.0,278.0,122.0,278.0,122.0,278.0,122.0,1.0,1.0
55a776c2-c8e9-4b6b-a65b-e811ef22530c,111,True,"[(156, 122)]",156,122,31,36,156,156,278,278,156,278,156,278,156,278,156,278,156,278,156,278,156,278,156,278,156,278,156,278,156,278.0,156.0,278.0,156.0,278.0,156.0,278.0,156.0,1.0,1.0
d7904f88-8f81-40b7-a6fa-f8b6a0d45784,99,True,"[(188, 166)]",188,166,53,58,188,188,354,354,188,354,188,354,188,354,188,354,188,354,188,354,188,354,188,354,188,354,188,354,188,354.0,188.0,354.0,188.0,354.0,188.0,354.0,188.0,1.0,1.0
d7904f88-8f81-40b7-a6fa-f8b6a0d45784,99,True,"[(166, 188)]",166,188,58,53,166,166,354,354,166,354,166,354,166,354,166,354,166,354,166,354,166,354,166,354,166,354,166,354,166,354.0,166.0,354.0,166.0,354.0,166.0,354.0,166.0,1.0,1.0
0a9f4a7d-87d7-401a-9935-04c33de90d91,243,True,"[(298, 552)]",298,552,121,177,298,298,850,850,298,850,298,850,298,850,298,850,298,850,298,850,298,850,298,850,298,850,298,850,298,850.0,298.0,850.0,298.0,850.0,298.0,850.0,298.0,1.0,1.0
0a9f4a7d-87d7-401a-9935-04c33de90d91,243,True,"[(552, 298)]",552,298,177,121,552,552,850,850,552,850,552,850,552,850,552,850,552,850,552,850,552,850,552,850,552,850,552,850,552,850.0,552.0,850.0,552.0,850.0,552.0,850.0,552.0,1.0,1.0
41774570-a434-46a5-a9fb-9e55099e6f9f,23,True,"[(100, 254)]",100,254,28,72,100,115,351,354,100,354,100,354,100,354,100,354,100,354,100,354,100,354,100,354,100,354,100,354,100,354.0,100.0,354.0,100.0,354.0,100.0,354.0,100.0,1.0085470085470085,1.0085470085470085
41774570-a434-46a5-a9fb-9e55099e6f9f,23,True,"[(254, 100)]",254,100,72,28,254,236,351,354,254,354,254,354,254,354,254,354,254,354,254,354,254,354,254,354,254,354,254,354,254,354.0,254.0,354.0,254.0,354.0,254.0,354.0,254.0,1.0085470085470085,1.0085470085470085
a041776e-e4ae-439f-bdf8-31266af81540,375,True,"[(210, 144)]",210,144,79,40,210,210,354,354,210,354,210,354,210,354,210,354,210,354,210,354,210,354,210,354,210,354,210,354,210,354.0,210.0,354.0,210.0,354.0,210.0,354.0,210.0,1.0,1.0
a041776e-e4ae-439f-bdf8-31266af81540,375,True,"[(144, 210)]",144,210,40,79,144,144,354,354,144,354,144,354,144,354,144,354,144,354,144,354,144,354,144,354,144,354,144,354,144,354.0,144.0,354.0,144.0,354.0,144.0,354.0,144.0,1.0,1.0
7b636451-457a-46f7-a13e-dd6104d9eaf7,133,True,"[(100, 100)]",100,100,28,46,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
7b636451-457a-46f7-a13e-dd6104d9eaf7,133,True,"[(100, 100)]",100,100,46,28,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
75e85a4a-21f5-411f-9745-c4a58a961c75,133,True,"[(100, 56)]",100,56,27,23,100,100,156,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156.0,100.0,156.0,100.0,156.0,100.0,156.0,100.0,1.0,1.0
75e85a4a-21f5-411f-9745-c4a58a961c75,133,True,"[(56, 100)]",56,100,23,27,56,56,156,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156.0,56.0,156.0,56.0,156.0,56.0,156.0,56.0,1.0,1.0
8074dd41-4d11-4039-8546-3246d082e9b2,67,True,"[(100, 430)]",100,430,23,136,100,144,453,530,100,530,100,530,100,530,100,530,100,530,100,530,100,530,100,530,100,530,100,530,100,530.0,100.0,530.0,100.0,530.0,100.0,530.0,100.0,1.1699779249448123,1.1699779249448123
8074dd41-4d11-4039-8546-3246d082e9b2,67,True,"[(430, 100)]",430,100,136,23,430,309,453,530,430,530,430,530,430,530,430,530,430,530,430,530,430,530,430,530,430,530,430,530,430,530.0,430.0,530.0,430.0,530.0,430.0,530.0,430.0,1.1699779249448123,1.1699779249448123
