eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Utilitarian,Individual Time In Utilitarian,Egalitarian,Individual Time In Egalitarian,Nash,Individual Time In Nash,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,PoA,PoS
1eb716ea-380a-4fd3-9432-24fb7c31852e,77,True,"[(90, 78)]",90,78,31,15,90,90,168,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168,90,168.0,90.0,168.0,90.0,168.0,90.0,168.0,90.0,1.0,1.0
1eb716ea-380a-4fd3-9432-24fb7c31852e,77,True,"[(78, 90)]",78,90,15,31,78,78,168,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168,78,168.0,78.0,168.0,78.0,168.0,78.0,168.0,78.0,1.0,1.0
eebd77e0-80ef-42d4-be46-ccc03cac950f,11,True,"[(100, 56)]",100,56,22,15,100,100,156,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156.0,100.0,156.0,100.0,156.0,100.0,156.0,100.0,1.0,1.0
eebd77e0-80ef-42d4-be46-ccc03cac950f,11,True,"[(56, 100)]",56,100,15,22,56,56,156,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156.0,56.0,156.0,56.0,156.0,56.0,156.0,56.0,1.0,1.0
92fe8b87-971c-4cf1-8e7a-4df311d687b2,89,True,"[(100, 100)]",100,100,28,36,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
92fe8b87-971c-4cf1-8e7a-4df311d687b2,89,True,"[(100, 100)]",100,100,36,28,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
2ac9c7c1-4b56-48ef-b045-eab38c0d9832,33,False,"[(112, 101)]",166,122,44,36,166,112,213,213,112,213,112,213,112,213,112,213,112,213,112,213,112,213,112,213,112,213,112,213,112,213.0,112.0,213.0,112.0,213.0,112.0,213.0,112.0,1.0,1.0
2ac9c7c1-4b56-48ef-b045-eab38c0d9832,33,False,"[(101, 112)]",122,166,36,44,122,101,213,213,101,213,101,213,101,213,101,213,101,213,101,213,101,213,101,213,101,213,101,213,101,213.0,101.0,213.0,101.0,213.0,101.0,213.0,101.0,1.0,1.0
49bc13c6-589b-4422-88ab-65269e5b1d35,11,True,"[(90, 100)]",90,100,34,28,90,81,183,190,90,190,90,190,90,190,90,190,90,190,90,190,90,190,90,190,90,190,90,190,90,190.0,90.0,190.0,90.0,190.0,90.0,190.0,90.0,1.0382513661202186,1.0382513661202186
49bc13c6-589b-4422-88ab-65269e5b1d35,11,True,"[(100, 90)]",100,90,28,34,100,102,183,190,100,190,100,190,100,190,100,190,100,190,100,190,100,190,100,190,100,190,100,190,100,190.0,100.0,190.0,100.0,190.0,100.0,190.0,100.0,1.0382513661202186,1.0382513661202186
f6304007-afc0-4baa-b9de-36ba14bd9305,79,True,"[(90, 90)]",90,90,30,32,90,90,180,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.0,1.0
f6304007-afc0-4baa-b9de-36ba14bd9305,79,True,"[(90, 90)]",90,90,32,30,90,90,180,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.0,1.0
31fd441a-f898-48a2-86c5-fb259dea69f3,11,True,"[(100, 144)]",100,144,28,40,100,64,227,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244.0,100.0,244.0,100.0,244.0,100.0,244.0,100.0,1.0748898678414096,1.0748898678414096
31fd441a-f898-48a2-86c5-fb259dea69f3,11,True,"[(144, 100)]",144,100,40,28,144,163,227,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244.0,144.0,244.0,144.0,244.0,144.0,244.0,144.0,1.0748898678414096,1.0748898678414096
92d96197-8344-41d9-8b2c-fe9e32d959b0,287,True,"[(100, 188)]",100,188,28,48,100,100,288,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288,100,288.0,100.0,288.0,100.0,288.0,100.0,288.0,100.0,1.0,1.0
92d96197-8344-41d9-8b2c-fe9e32d959b0,287,True,"[(188, 100)]",188,100,48,28,188,188,288,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288,188,288.0,188.0,288.0,188.0,288.0,188.0,288.0,188.0,1.0,1.0
9c6dd0a9-7f1d-439e-8290-891755cdcb5f,89,True,"[(100, 100)]",100,100,27,32,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
9c6dd0a9-7f1d-439e-8290-891755cdcb5f,89,True,"[(100, 100)]",100,100,32,27,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
91146c06-d8c8-4eda-881d-4b98f5489a63,56,True,"[(100, 34)]",100,34,26,7,100,100,134,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134.0,100.0,134.0,100.0,134.0,100.0,134.0,100.0,1.0,1.0
91146c06-d8c8-4eda-881d-4b98f5489a63,56,True,"[(34, 100)]",34,100,7,26,34,34,134,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134.0,34.0,134.0,34.0,134.0,34.0,134.0,34.0,1.0,1.0
b1d83b71-6e86-4478-a289-56461c89c0cc,111,True,"[(122, 188)]",122,188,31,53,122,122,310,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310,122,310.0,122.0,310.0,122.0,310.0,122.0,310.0,122.0,1.0,1.0
