eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,PoA,PoS
42a39016-ead1-467d-81be-c5573321f805,46,True,"[(41, 85), (61, 83)]",90,90,27,36,90,39,122,126,41,144,61,126,41,126,41,144,61,144,61,144,61,126,41,126,41,144,61,126,41,126.0,41.0,144.0,61.0,126.0,41.0,133.4118,49.2353,1.180327868852459,1.0327868852459017
e0845e63-39a7-4645-863e-0e26a0ffdede,0,True,"[(90, 56)]",90,56,37,29,90,90,146,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146.0,90.0,146.0,90.0,146.0,90.0,146.0,90.0,1.0,1.0
e0845e63-39a7-4645-863e-0e26a0ffdede,0,True,"[(56, 90)]",56,90,29,37,56,56,146,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146.0,56.0,146.0,56.0,146.0,56.0,146.0,56.0,1.0,1.0
1985e65f-9e64-4726-8a24-0b1e798a5825,22,False,"[(55, 133)]",100,144,37,54,100,58,182,188,55,188,55,188,55,188,55,188,55,188,55,188,55,188,55,188,55,188,55,188,55,188.0,55.0,188.0,55.0,188.0,55.0,188.0,55.0,1.032967032967033,1.032967032967033
1985e65f-9e64-4726-8a24-0b1e798a5825,22,False,"[(133, 55)]",144,100,54,37,144,124,182,188,133,188,133,188,133,188,133,188,133,188,133,188,133,188,133,188,133,188,133,188,133,188.0,133.0,188.0,133.0,188.0,133.0,188.0,133.0,1.032967032967033,1.032967032967033
c07b870d-e758-41fa-969a-ba634fc0e6a1,56,True,"[(68, 112)]",100,122,32,41,100,68,180,180,68,180,68,180,68,180,68,180,68,180,68,180,68,180,68,180,68,180,68,180,68,180.0,68.0,180.0,68.0,180.0,68.0,180.0,68.0,1.0,1.0
c07b870d-e758-41fa-969a-ba634fc0e6a1,56,True,"[(112, 68)]",122,100,41,32,122,112,180,180,112,180,112,180,112,180,112,180,112,180,112,180,112,180,112,180,112,180,112,180,112,180.0,112.0,180.0,112.0,180.0,112.0,180.0,112.0,1.0,1.0
3d157096-4b0b-450c-b840-4dbe6c508f6b,56,True,"[(364, 408)]",364,408,101,124,364,364,772,772,364,772,364,772,364,772,364,772,364,772,364,772,364,772,364,772,364,772,364,772,364,772.0,364.0,772.0,364.0,772.0,364.0,772.0,364.0,1.0,1.0
3d157096-4b0b-450c-b840-4dbe6c508f6b,56,True,"[(408, 364)]",408,364,124,101,408,408,772,772,408,772,408,772,408,772,408,772,408,772,408,772,408,772,408,772,408,772,408,772,408,772.0,408.0,772.0,408.0,772.0,408.0,772.0,408.0,1.0,1.0
6e6c5577-a7fa-4d2a-8466-34d592ac18b9,56,True,"[(100, 122)]",100,122,55,59,100,133,222,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222,100,222.0,100.0,222.0,100.0,222.0,100.0,222.0,100.0,1.0,1.0
6e6c5577-a7fa-4d2a-8466-34d592ac18b9,56,True,"[(122, 100)]",122,100,59,55,122,89,222,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222,122,222.0,122.0,222.0,122.0,222.0,122.0,222.0,122.0,1.0,1.0
1b0cf468-337a-4641-88b9-b62560bb94d2,56,True,"[(90, 100)]",90,100,27,26,90,96,148,190,90,190,90,190,90,190,90,190,90,190,90,190,90,190,90,190,90,190,90,190,90,190.0,90.0,190.0,90.0,190.0,90.0,190.0,90.0,1.2837837837837838,1.2837837837837838
1b0cf468-337a-4641-88b9-b62560bb94d2,56,True,"[(100, 90)]",100,90,26,27,100,52,148,190,100,190,100,190,100,190,100,190,100,190,100,190,100,190,100,190,100,190,100,190,100,190.0,100.0,190.0,100.0,190.0,100.0,190.0,100.0,1.2837837837837838,1.2837837837837838
89bf47e4-a541-4aa2-ad4b-c4c13bd36435,88,True,"[(222, 122)]",222,122,105,50,222,222,344,344,222,344,222,344,222,344,222,344,222,344,222,344,222,344,222,344,222,344,222,344,222,344.0,222.0,344.0,222.0,344.0,222.0,344.0,222.0,1.0,1.0
89bf47e4-a541-4aa2-ad4b-c4c13bd36435,88,True,"[(122, 222)]",122,222,50,105,122,122,344,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344.0,122.0,344.0,122.0,344.0,122.0,344.0,122.0,1.0,1.0
25f5f8de-9bbf-4dab-aada-e596c0bdf89e,34,True,"[(50, 94)]",100,122,37,36,100,50,144,144,50,144,50,144,50,144,50,144,50,144,50,144,50,144,50,144,50,144,50,144,50,144.0,50.0,144.0,50.0,144.0,50.0,144.0,50.0,1.0,1.0
25f5f8de-9bbf-4dab-aada-e596c0bdf89e,34,True,"[(94, 50)]",122,100,36,37,122,94,144,144,94,144,94,144,94,144,94,144,94,144,94,144,94,144,94,144,94,144,94,144,94,144.0,94.0,144.0,94.0,144.0,94.0,144.0,94.0,1.0,1.0
a47c08b4-75fd-4a9a-9aca-b09afd7e7d17,46,True,"[(90, 90)]",90,90,19,35,90,37,130,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.3846153846153846,1.3846153846153846
a47c08b4-75fd-4a9a-9aca-b09afd7e7d17,46,True,"[(90, 90)]",90,90,35,19,90,93,130,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180,90,180.0,90.0,180.0,90.0,180.0,90.0,180.0,90.0,1.3846153846153846,1.3846153846153846
15b5f7ce-b2ce-481a-9855-2409034e958a,0,True,"[(992, 144)]",992,144,329,49,992,992,1136,1136,992,1136,992,1136,992,1136,992,1136,992,1136,992,1136,992,1136,992,1136,992,1136,992,1136,992,1136.0,992.0,1136.0,992.0,1136.0,992.0,1136.0,992.0,1.0,1.0
15b5f7ce-b2ce-481a-9855-2409034e958a,0,True,"[(144, 992)]",144,992,49,329,144,144,1136,1136,144,1136,144,1136,144,1136,144,1136,144,1136,144,1136,144,1136,144,1136,144,1136,144,1136,144,1136.0,144.0,1136.0,144.0,1136.0,144.0,1136.0,144.0,1.0,1.0
9523df40-e690-4111-beaa-54049e4949e6,34,True,"[(122, 12)]",122,12,59,3,122,122,134,134,122,134,122,134,122,134,122,134,122,134,122,134,122,134,122,134,122,134,122,134,122,134.0,122.0,134.0,122.0,134.0,122.0,134.0,122.0,1.0,1.0
9523df40-e690-4111-beaa-54049e4949e6,34,True,"[(12, 122)]",12,122,3,59,12,12,134,134,12,134,12,134,12,134,12,134,12,134,12,134,12,134,12,134,12,134,12,134,12,134.0,12.0,134.0,12.0,134.0,12.0,134.0,12.0,1.0,1.0
2f129493-b9cc-41b9-8e3e-4ac29f9f906d,44,False,"[(169, 267)]",178,276,43,100,178,169,436,436,169,436,169,436,169,436,169,436,169,436,169,436,169,436,169,436,169,436,169,436,169,436.0,169.0,436.0,169.0,436.0,169.0,436.0,169.0,1.0,1.0
2f129493-b9cc-41b9-8e3e-4ac29f9f906d,44,False,"[(267, 169)]",276,178,100,43,276,267,436,436,267,436,267,436,267,436,267,436,267,436,267,436,267,436,267,436,267,436,267,436,267,436.0,267.0,436.0,267.0,436.0,267.0,436.0,267.0,1.0,1.0
d61b86d1-fc10-43cb-9222-75cb3c81129c,56,True,"[(100, 34)]",100,34,37,11,100,100,134,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134,100,134.0,100.0,134.0,100.0,134.0,100.0,134.0,100.0,1.0,1.0
d61b86d1-fc10-43cb-9222-75cb3c81129c,56,True,"[(34, 100)]",34,100,11,37,34,34,134,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134,34,134.0,34.0,134.0,34.0,134.0,34.0,134.0,34.0,1.0,1.0
8831c6a4-b6d2-4b24-b67c-8a81f0bcbd7a,44,True,"[(90, 56)]",90,56,19,15,90,46,114,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146.0,90.0,146.0,90.0,146.0,90.0,146.0,90.0,1.280701754385965,1.280701754385965
8831c6a4-b6d2-4b24-b67c-8a81f0bcbd7a,44,True,"[(56, 90)]",56,90,15,19,56,68,114,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146.0,56.0,146.0,56.0,146.0,56.0,146.0,56.0,1.280701754385965,1.280701754385965
6513f4b5-1524-49a0-8509-e16464350f42,22,True,"[(52, 108), (72, 72), (58, 102), (98, 54)]",100,122,30,23,100,89,134,160,52,144,72,144,72,144,72,144,72,144,72,144,72,144,72,144,72,152,98,144,72,144.0002,71.9998,150.2858,64.1429,144.0,72.0,146.57,68.7876,1.1940298507462686,1.0746268656716418
6513f4b5-1524-49a0-8509-e16464350f42,22,True,"[(108, 52), (72, 72), (102, 58), (54, 98)]",122,100,23,30,122,45,134,160,108,144,72,144,72,144,72,144,72,144,72,144,72,144,72,144,72,152,54,144,72,144.0002,72.0004,150.2858,86.1429,144.0,72.0,146.57,77.7824,1.1940298507462686,1.0746268656716418
c9a737a5-dff1-4c24-8099-fb625c142fd3,0,True,"[(122, 222)]",122,222,86,112,122,139,334,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344,122,344.0,122.0,344.0,122.0,344.0,122.0,344.0,122.0,1.029940119760479,1.029940119760479
c9a737a5-dff1-4c24-8099-fb625c142fd3,0,True,"[(222, 122)]",222,122,112,86,222,195,334,344,222,344,222,344,222,344,222,344,222,344,222,344,222,344,222,344,222,344,222,344,222,344.0,222.0,344.0,222.0,344.0,222.0,344.0,222.0,1.029940119760479,1.029940119760479
4127d76e-3f4a-42bb-ad7c-99a7276d47c7,33,True,"[(288, 100)]",288,100,126,28,288,171,342,388,288,388,288,388,288,388,288,388,288,388,288,388,288,388,288,388,288,388,288,388,288,388.0,288.0,388.0,288.0,388.0,288.0,388.0,288.0,1.1345029239766082,1.1345029239766082
4127d76e-3f4a-42bb-ad7c-99a7276d47c7,33,True,"[(100, 288)]",100,288,28,126,100,171,342,388,100,388,100,388,100,388,100,388,100,388,100,388,100,388,100,388,100,388,100,388,100,388.0,100.0,388.0,100.0,388.0,100.0,388.0,100.0,1.1345029239766082,1.1345029239766082
09e4ec5d-9951-4022-aa49-74e99cbbc47a,0,True,"[(212, 12)]",212,12,78,7,212,212,224,224,212,224,212,224,212,224,212,224,212,224,212,224,212,224,212,224,212,224,212,224,212,224.0,212.0,224.0,212.0,224.0,212.0,224.0,212.0,1.0,1.0
09e4ec5d-9951-4022-aa49-74e99cbbc47a,0,True,"[(12, 212)]",12,212,7,78,12,12,224,224,12,224,12,224,12,224,12,224,12,224,12,224,12,224,12,224,12,224,12,224,12,224.0,12.0,224.0,12.0,224.0,12.0,224.0,12.0,1.0,1.0
fdde6b74-95f8-4702-8eaf-4c21916994a3,44,True,"[(90, 56)]",90,56,31,11,90,73,146,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146.0,90.0,146.0,90.0,146.0,90.0,146.0,90.0,1.0,1.0
fdde6b74-95f8-4702-8eaf-4c21916994a3,44,True,"[(56, 90)]",56,90,11,31,56,73,146,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146.0,56.0,146.0,56.0,146.0,56.0,146.0,56.0,1.0,1.0
ce6c1896-6175-4c17-b85e-aee12958911e,34,False,"[(50, 116)]",100,144,32,47,100,50,166,166,50,166,50,166,50,166,50,166,50,166,50,166,50,166,50,166,50,166,50,166,50,166.0,50.0,166.0,50.0,166.0,50.0,166.0,50.0,1.0,1.0
ce6c1896-6175-4c17-b85e-aee12958911e,34,False,"[(116, 50)]",144,100,47,32,144,116,166,166,116,166,116,166,116,166,116,166,116,166,116,166,116,166,116,166,116,166,116,166,116,166.0,116.0,166.0,116.0,166.0,116.0,166.0,116.0,1.0,1.0
cc4438a2-c109-4348-91e2-33d1226c2bfa,23,True,"[(79, 123), (97, 119)]",100,200,27,47,100,105,188,202,79,216,97,202,79,202,79,216,97,202,79,202,79,202,79,202,79,216,97,202,79,202.0,79.0,202.0,79.0,202.0,79.0,202.7626,79.9805,1.148936170212766,1.074468085106383
cc4438a2-c109-4348-91e2-33d1226c2bfa,23,True,"[(123, 79), (119, 97)]",200,100,47,27,200,83,188,202,123,216,119,202,123,202,123,216,119,202,123,202,123,202,123,202,123,216,119,202,123,202.0,123.0,202.0,123.0,202.0,123.0,202.7626,122.7821,1.148936170212766,1.074468085106383
9a78bf6d-aa9a-4aac-9572-50ec98d15126,0,False,"[(54, 110)]",100,200,36,60,100,57,158,164,54,164,54,164,54,164,54,164,54,164,54,164,54,164,54,164,54,164,54,164,54,164.0,54.0,164.0,54.0,164.0,54.0,164.0,54.0,1.0379746835443038,1.0379746835443038
9a78bf6d-aa9a-4aac-9572-50ec98d15126,0,False,"[(110, 54)]",200,100,60,36,200,101,158,164,110,164,110,164,110,164,110,164,110,164,110,164,110,164,110,164,110,164,110,164,110,164.0,110.0,164.0,110.0,164.0,110.0,164.0,110.0,1.0379746835443038,1.0379746835443038
2714983b-7d89-472b-89e1-2ba067740c7b,56,True,"[(57, 113), (61, 105), (69, 91)]",100,200,31,38,100,69,160,170,57,160,69,160,69,160,69,160,69,170,57,170,57,170,57,170,57,160,69,160,69,170.0,57.0,170.0,57.0,160.0,69.0,165.3242,61.9009,1.0625,1.0
2714983b-7d89-472b-89e1-2ba067740c7b,56,True,"[(113, 57), (105, 61), (91, 69)]",200,100,38,31,200,91,160,170,113,160,91,160,91,160,91,160,91,170,113,170,113,170,113,170,113,160,91,160,91,170.0,113.0,170.0,113.0,160.0,91.0,165.3242,103.4233,1.0625,1.0
65d3f1b7-4f8e-40fe-a0e6-e997615ed49b,56,True,"[(90, 56)]",90,56,26,15,90,36,116,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146,90,146.0,90.0,146.0,90.0,146.0,90.0,146.0,90.0,1.2586206896551724,1.2586206896551724
65d3f1b7-4f8e-40fe-a0e6-e997615ed49b,56,True,"[(56, 90)]",56,90,15,26,56,80,116,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146,56,146.0,56.0,146.0,56.0,146.0,56.0,146.0,56.0,1.2586206896551724,1.2586206896551724
468cffff-7669-438a-ae6c-a469d824efb7,56,True,"[(53, 97), (62, 84)]",100,100,19,19,100,49,142,150,53,146,62,146,62,146,62,146,62,146,62,146,62,146,62,146,62,150,53,146,62,146.0,62.0,146.0,62.0,146.0,62.0,146.7629,60.2834,1.056338028169014,1.028169014084507
468cffff-7669-438a-ae6c-a469d824efb7,56,True,"[(97, 53), (84, 62)]",100,100,19,19,100,93,142,150,97,146,84,146,84,146,84,146,84,146,84,146,84,146,84,146,84,150,97,146,84,146.0,84.0,146.0,84.0,146.0,84.0,146.7629,86.4795,1.056338028169014,1.028169014084507
bf8b6301-b413-4504-b0e1-1b38c7410fe7,0,True,"[(54, 132)]",100,222,27,69,100,54,186,186,54,186,54,186,54,186,54,186,54,186,54,186,54,186,54,186,54,186,54,186,54,186.0,54.0,186.0,54.0,186.0,54.0,186.0,54.0,1.0,1.0
bf8b6301-b413-4504-b0e1-1b38c7410fe7,0,True,"[(132, 54)]",222,100,69,27,222,132,186,186,132,186,132,186,132,186,132,186,132,186,132,186,132,186,132,186,132,186,132,186,132,186.0,132.0,186.0,132.0,186.0,132.0,186.0,132.0,1.0,1.0
996c61d8-8ae6-464e-80ef-a5040beb59b6,0,False,"[(179, 279)]",188,288,53,108,179,179,458,458,179,458,179,458,179,458,179,458,179,458,179,458,179,458,179,458,179,458,179,458,179,458.0,179.0,458.0,179.0,458.0,179.0,458.0,179.0,1.0,1.0
996c61d8-8ae6-464e-80ef-a5040beb59b6,0,False,"[(279, 179)]",288,188,108,53,279,279,458,458,279,458,279,458,279,458,279,458,279,458,279,458,279,458,279,458,279,458,279,458,279,458.0,279.0,458.0,279.0,458.0,279.0,458.0,279.0,1.0,1.0
74b44126-39ac-4e61-90db-4388d14fbe8b,56,True,"[(144, 78)]",144,78,72,37,144,132,220,222,144,222,144,222,144,222,144,222,144,222,144,222,144,222,144,222,144,222,144,222,144,222.0,144.0,222.0,144.0,222.0,144.0,222.0,144.0,1.009090909090909,1.009090909090909
74b44126-39ac-4e61-90db-4388d14fbe8b,56,True,"[(78, 144)]",78,144,37,72,78,88,220,222,78,222,78,222,78,222,78,222,78,222,78,222,78,222,78,222,78,222,78,222,78,222.0,78.0,222.0,78.0,222.0,78.0,222.0,78.0,1.009090909090909,1.009090909090909
d2527a5f-9383-437a-bc27-d0139e3c34b1,56,True,"[(80, 80), (49, 105), (58, 102)]",100,188,28,48,100,49,154,154,49,160,80,154,49,154,49,160,80,154,49,154,49,154,49,154,49,160,80,154,49,154.0,49.0,154.0,49.0,154.0,49.0,155.6547,57.5496,1.0389610389610389,1.0
d2527a5f-9383-437a-bc27-d0139e3c34b1,56,True,"[(80, 80), (105, 49), (102, 58)]",188,100,48,28,188,105,154,154,105,160,80,154,105,154,105,160,80,154,105,154,105,154,105,154,105,160,80,154,105,154.0,105.0,154.0,105.0,154.0,105.0,155.6547,98.1051,1.0389610389610389,1.0
5f72c455-439c-44ab-a2fa-a7cc78322f02,56,False,"[(166, 122)]",288,298,89,95,288,166,288,288,166,288,166,288,166,288,166,288,166,288,166,288,166,288,166,288,166,288,166,288,166,288.0,166.0,288.0,166.0,288.0,166.0,288.0,166.0,1.0,1.0
5f72c455-439c-44ab-a2fa-a7cc78322f02,56,False,"[(122, 166)]",298,288,95,89,298,122,288,288,122,288,122,288,122,288,122,288,122,288,122,288,122,288,122,288,122,288,122,288,122,288.0,122.0,288.0,122.0,288.0,122.0,288.0,122.0,1.0,1.0
3ecc5c33-87cc-45a4-8a9d-6a55a0672f33,34,True,"[(49, 105)]",100,112,27,65,100,52,148,154,49,154,49,154,49,154,49,154,49,154,49,154,49,154,49,154,49,154,49,154,49,154.0,49.0,154.0,49.0,154.0,49.0,154.0,49.0,1.0405405405405406,1.0405405405405406
3ecc5c33-87cc-45a4-8a9d-6a55a0672f33,34,True,"[(105, 49)]",112,100,65,27,112,96,148,154,105,154,105,154,105,154,105,154,105,154,105,154,105,154,105,154,105,154,105,154,105,154.0,105.0,154.0,105.0,154.0,105.0,154.0,105.0,1.0405405405405406,1.0405405405405406
2ebbf15e-b300-4be5-b816-2cd630385e47,0,False,"[(66, 122)]",188,266,44,60,188,87,174,188,66,188,66,188,66,188,66,188,66,188,66,188,66,188,66,188,66,188,66,188,66,188.0,66.0,188.0,66.0,188.0,66.0,188.0,66.0,1.0804597701149425,1.0804597701149425
2ebbf15e-b300-4be5-b816-2cd630385e47,0,False,"[(122, 66)]",266,188,60,44,266,87,174,188,122,188,122,188,122,188,122,188,122,188,122,188,122,188,122,188,122,188,122,188,122,188.0,122.0,188.0,122.0,188.0,122.0,188.0,122.0,1.0804597701149425,1.0804597701149425
983194b9-e38a-48fa-a2da-d3c95d01323e,276,True,"[(100, 56)]",100,56,28,11,100,100,156,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156.0,100.0,156.0,100.0,156.0,100.0,156.0,100.0,1.0,1.0
983194b9-e38a-48fa-a2da-d3c95d01323e,276,True,"[(56, 100)]",56,100,11,28,56,56,156,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156.0,56.0,156.0,56.0,156.0,56.0,156.0,56.0,1.0,1.0
21c1da3b-be5c-43ef-9278-7dbdd31075a1,0,False,"[(92, 114), (65, 121), (74, 118)]",100,212,27,76,100,68,180,186,65,206,92,186,65,186,65,206,92,186,65,186,65,186,65,186,65,206,92,186,65,186.0,65.0,186.0,65.0,186.0,65.0,187.48930000000001,67.23400000000001,1.1444444444444444,1.0333333333333334
21c1da3b-be5c-43ef-9278-7dbdd31075a1,0,False,"[(114, 92), (121, 65), (118, 74)]",212,100,76,27,212,112,180,186,121,206,114,186,121,186,121,206,114,186,121,186,121,186,121,186,121,206,114,186,121,186.0,121.0,186.0,121.0,186.0,121.0,187.48930000000001,120.2553,1.1444444444444444,1.0333333333333334
c83af908-2c00-46bd-8b77-5f97cb47cd62,55,True,"[(200, 156), (208, 152), (182, 160), (177, 199)]",276,232,91,81,276,182,342,360,208,342,182,342,182,342,182,342,182,356,200,342,182,342,182,342,182,376,177,342,182,342.0,182.0,353.647,198.8235,342.0,182.0,344.4568,185.5487,1.0994152046783625,1.0
c83af908-2c00-46bd-8b77-5f97cb47cd62,55,True,"[(156, 200), (152, 208), (160, 182), (199, 177)]",232,276,81,91,232,160,342,360,152,342,160,342,160,342,160,342,160,356,156,342,160,342,160,342,160,376,199,342,160,342.0,160.0,353.647,154.8235,342.0,160.0,344.4568,158.9081,1.0994152046783625,1.0
849e34c0-9d7f-4594-9dbe-afb802c3b687,56,True,"[(92, 48), (83, 61), (54, 76), (45, 89)]",100,100,36,19,100,54,130,134,45,130,54,130,54,130,54,144,83,130,54,130,54,130,54,130,54,140,92,130,54,131.767,60.7144,133.33339999999998,66.66669999999999,130.0,54.0,133.0489,65.58590000000001,1.1076923076923078,1.0
849e34c0-9d7f-4594-9dbe-afb802c3b687,56,True,"[(48, 92), (61, 83), (76, 54), (89, 45)]",100,100,19,36,100,76,130,134,89,130,76,130,76,130,76,144,61,130,76,130,76,130,76,130,76,140,48,130,76,131.767,71.0526,133.33339999999998,66.66669999999999,130.0,76.0,133.0489,67.463,1.1076923076923078,1.0
11e7907e-6b86-4a6b-80bb-a9e4a9ecf1b7,46,True,"[(80, 58), (67, 67), (85, 41)]",90,90,18,19,90,83,122,126,85,134,67,126,85,126,85,134,67,134,67,134,67,126,85,134,67,126,85,126,85,132.4274,70.5385,134.0,67.0,126.0,85.0,130.76760000000002,74.273,1.1311475409836065,1.0327868852459017
11e7907e-6b86-4a6b-80bb-a9e4a9ecf1b7,46,True,"[(58, 80), (67, 67), (41, 85)]",90,90,19,18,90,39,122,126,41,134,67,126,41,126,41,134,67,134,67,134,67,126,41,134,67,126,41,126,41,132.4274,61.8889,134.0,67.0,126.0,41.0,130.76760000000002,56.4946,1.1311475409836065,1.0327868852459017
a0fee720-2184-4851-9e70-7e49e19d7f89,56,True,"[(62, 118), (66, 110), (80, 102)]",100,188,27,44,100,65,174,180,62,182,80,176,66,176,66,182,80,180,62,180,62,176,66,180,62,182,80,176,66,178.5002,63.4999,180.0,62.0,176.0,66.0,176.24689999999998,65.7531,1.0459770114942528,1.0114942528735633
a0fee720-2184-4851-9e70-7e49e19d7f89,56,True,"[(118, 62), (110, 66), (102, 80)]",188,100,44,27,188,109,174,180,118,182,102,176,110,176,110,182,102,180,118,180,118,176,110,180,118,182,102,176,110,178.5002,115.0003,180.0,118.0,176.0,110.0,176.24689999999998,110.4938,1.0459770114942528,1.0114942528735633
19ae42d8-dd54-4990-b293-a4ad8201c7c3,11,True,"[(100, 12)]",100,12,19,3,100,100,112,112,100,112,100,112,100,112,100,112,100,112,100,112,100,112,100,112,100,112,100,112,100,112.0,100.0,112.0,100.0,112.0,100.0,112.0,100.0,1.0,1.0
19ae42d8-dd54-4990-b293-a4ad8201c7c3,11,True,"[(12, 100)]",12,100,3,19,12,12,112,112,12,112,12,112,12,112,12,112,12,112,12,112,12,112,12,112,12,112,12,112,12,112.0,12.0,112.0,12.0,112.0,12.0,112.0,12.0,1.0,1.0
41e52cde-e402-4f8d-9036-ed5b4e66c51a,44,True,"[(122, 34)]",122,34,23,7,122,98,152,156,122,156,122,156,122,156,122,156,122,156,122,156,122,156,122,156,122,156,122,156,122,156.0,122.0,156.0,122.0,156.0,122.0,156.0,122.0,1.0263157894736843,1.0263157894736843
41e52cde-e402-4f8d-9036-ed5b4e66c51a,44,True,"[(34, 122)]",34,122,7,23,34,54,152,156,34,156,34,156,34,156,34,156,34,156,34,156,34,156,34,156,34,156,34,156,34,156.0,34.0,156.0,34.0,156.0,34.0,156.0,34.0,1.0263157894736843,1.0263157894736843
48fbdf67-b56f-413e-8c21-5991b8ff4548,44,True,"[(75, 119), (76, 98), (116, 72)]",122,122,32,27,122,76,174,188,116,174,76,174,76,174,76,174,76,174,76,174,76,174,76,174,76,194,75,174,76,175.5885,80.5385,178.66660000000002,89.33330000000001,174.0,76.0,179.0925,90.55,1.1149425287356323,1.0
48fbdf67-b56f-413e-8c21-5991b8ff4548,44,True,"[(119, 75), (98, 76), (72, 116)]",122,122,27,32,122,98,174,188,72,174,98,174,98,174,98,174,98,174,98,174,98,174,98,174,98,194,119,174,98,175.5885,95.05,178.66660000000002,89.33330000000001,174.0,98.0,179.0925,88.54249999999999,1.1149425287356323,1.0
2f295a5f-7b36-4684-b669-c3e2b50d5526,55,True,"[(100, 574)]",100,574,28,168,100,100,674,674,100,674,100,674,100,674,100,674,100,674,100,674,100,674,100,674,100,674,100,674,100,674.0,100.0,674.0,100.0,674.0,100.0,674.0,100.0,1.0,1.0
2f295a5f-7b36-4684-b669-c3e2b50d5526,55,True,"[(574, 100)]",574,100,168,28,574,574,674,674,574,674,574,674,574,674,574,674,574,674,574,674,574,674,574,674,574,674,574,674,574,674.0,574.0,674.0,574.0,674.0,574.0,674.0,574.0,1.0,1.0
57d3e003-4cf2-4429-953b-de613599a642,44,True,"[(100, 56)]",100,56,27,15,100,100,156,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156,100,156.0,100.0,156.0,100.0,156.0,100.0,156.0,100.0,1.0,1.0
57d3e003-4cf2-4429-953b-de613599a642,44,True,"[(56, 100)]",56,100,15,27,56,56,156,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156,56,156.0,56.0,156.0,56.0,156.0,56.0,156.0,56.0,1.0,1.0
ac8b9480-ccf0-4690-ad35-4dcc7a1b8050,12,False,"[(66, 88), (61, 105), (70, 70)]",100,178,28,35,100,70,140,166,61,140,70,140,70,140,70,140,70,166,61,166,61,140,70,140,70,166,61,140,70,140.1273,69.9559,166.0,61.0,140.0,70.0,150.81380000000001,66.2567,1.1857142857142857,1.0
ac8b9480-ccf0-4690-ad35-4dcc7a1b8050,12,False,"[(88, 66), (105, 61), (70, 70)]",178,100,35,28,178,70,140,166,105,140,70,140,70,140,70,140,70,166,105,166,105,140,70,140,70,166,105,140,70,140.1273,70.1714,166.0,105.0,140.0,70.0,150.81380000000001,84.5571,1.1857142857142857,1.0
c8836b5f-bbce-4596-a564-e8e33bbc45ed,0,False,"[(67, 89), (63, 119)]",100,178,36,43,100,67,156,182,63,156,67,156,67,156,67,156,67,182,63,182,63,156,67,156,67,182,63,156,67,156.0,67.0,182.0,63.0,156.0,67.0,162.31369999999998,66.0286,1.1666666666666667,1.0
