eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Utilitarian,Individual Time In Utilitarian,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,PoA,PoS
beff7316-9a2f-4708-a34b-ae0856a0df72,89,True,"[(100, 144)]",100,144,36,36,100,100,244,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244,100,244.0,100.0,244.0,100.0,244.0,100.0,244.0,100.0,1.0,1.0
beff7316-9a2f-4708-a34b-ae0856a0df72,89,True,"[(144, 100)]",144,100,36,36,144,144,244,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244,144,244.0,144.0,244.0,144.0,244.0,144.0,244.0,144.0,1.0,1.0
46dbbf81-b50b-484a-bc95-2770469a7d0f,89,True,"[(100, 100)]",100,100,36,36,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
46dbbf81-b50b-484a-bc95-2770469a7d0f,89,True,"[(100, 100)]",100,100,36,36,100,100,200,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200,100,200.0,100.0,200.0,100.0,200.0,100.0,200.0,100.0,1.0,1.0
e15c33f6-8c66-4e1b-941f-199444ea7517,1,True,"[(100, 276)]",100,276,23,85,100,127,331,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376,100,376.0,100.0,376.0,100.0,376.0,100.0,376.0,100.0,1.13595166163142,1.13595166163142
e15c33f6-8c66-4e1b-941f-199444ea7517,1,True,"[(276, 100)]",276,100,85,23,276,204,331,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376,276,376.0,276.0,376.0,276.0,376.0,276.0,376.0,276.0,1.13595166163142,1.13595166163142
4c523af5-3fa0-4abf-85f8-a6040c47d9f2,89,True,"[(78, 167), (96, 129)]",100,188,23,39,100,72,221,245,78,225,96,225,96,225,96,225,96,245,78,245,78,225,96,245,78,225,96,225,96,225.0,96.0,236.1907,85.92830000000001,238.3041,84.0263,244.6428,78.3214,1.1085972850678734,1.0180995475113122
4c523af5-3fa0-4abf-85f8-a6040c47d9f2,89,True,"[(167, 78), (129, 96)]",188,100,39,23,188,149,221,245,167,225,129,225,129,225,129,225,129,245,167,245,167,225,129,245,167,225,129,225,129,225.0,129.0,236.1907,150.2624,238.3041,154.2778,244.6428,166.3214,1.1085972850678734,1.0180995475113122
8afdac44-cdc7-4d2f-937d-57680dccbfec,77,True,"[(122, 144)]",122,144,27,40,122,122,266,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266,122,266.0,122.0,266.0,122.0,266.0,122.0,266.0,122.0,1.0,1.0
8afdac44-cdc7-4d2f-937d-57680dccbfec,77,True,"[(144, 122)]",144,122,40,27,144,144,266,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266,144,266.0,144.0,266.0,144.0,266.0,144.0,266.0,144.0,1.0,1.0
