eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
4cd2cd72-3769-49d3-beea-96ea7de7e7d0,15,True,"[(83, 98)]",286,286,68,72,286,83,181,181,83,181,83,181,83,181,83,181,83,181,83,181,83,181,83,181,83,181,83,181,83,181.0,83.0,181.0,83.0,181.0,83.0,181.0,83.0,1.0,1.0
4cd2cd72-3769-49d3-beea-96ea7de7e7d0,15,True,"[(98, 83)]",286,286,72,68,286,98,181,181,98,181,98,181,98,181,98,181,98,181,98,181,98,181,98,181,98,181,98,181,98,181.0,98.0,181.0,98.0,181.0,98.0,181.0,98.0,1.0,1.0
cb9fadf0-8724-4120-8629-e4ff35017010,0,False,"[(77, 62), (81, 50)]",272,226,49,35,272,68,121,131,81,139,77,131,81,131,81,139,77,131,81,139,77,131,81,131,81,139,77,131,81,132.85019999999997,80.07490000000001,131.0,81.0,131.0,81.0,131.0,81.0,1.1487603305785123,1.0826446280991735
cb9fadf0-8724-4120-8629-e4ff35017010,0,False,"[(62, 77), (50, 81)]",226,272,35,49,226,53,121,131,50,139,62,131,50,131,50,139,62,131,50,139,62,131,50,131,50,139,62,131,50,132.85019999999997,52.77529999999999,131.0,50.0,131.0,50.0,131.0,50.0,1.1487603305785123,1.0826446280991735
ed13637b-d822-4028-bca5-e1608b3b0e4b,30,False,"[(90, 121), (114, 83)]",272,272,77,65,272,114,197,197,114,197,114,197,114,197,114,211,90,197,114,197,114,197,114,197,114,211,90,197,114,202.54520000000002,104.4939,197.0,114.0,204.0,102.0,197.0,114.0,1.0710659898477157,1.0
ed13637b-d822-4028-bca5-e1608b3b0e4b,30,False,"[(121, 90), (83, 114)]",272,272,65,77,272,83,197,197,83,197,83,197,83,197,83,211,121,197,83,197,83,197,83,197,83,211,121,197,83,202.54520000000002,98.0513,197.0,83.0,204.0,102.0,197.0,83.0,1.0710659898477157,1.0
0cd2a57b-cf0c-4aab-b026-7def3e730720,15,False,"[(74, 59), (65, 96)]",286,256,46,46,286,74,133,133,74,133,74,133,74,133,74,133,74,133,74,133,74,133,74,133,74,161,65,133,74,137.9894,72.3963,133.0,74.0,133.0,74.0,133.0,74.0,1.2105263157894737,1.0
0cd2a57b-cf0c-4aab-b026-7def3e730720,15,False,"[(59, 74), (96, 65)]",256,286,46,46,256,59,133,133,59,133,59,133,59,133,59,133,59,133,59,133,59,133,59,133,59,161,96,133,59,137.9894,65.59309999999999,133.0,59.0,133.0,59.0,133.0,59.0,1.2105263157894737,1.0
36175ab3-0d66-4437-a86f-9b81ec24d050,1,False,"[(127, 142)]",466,512,109,116,466,127,269,269,127,269,127,269,127,269,127,269,127,269,127,269,127,269,127,269,127,269,127,269,127,269.0,127.0,269.0,127.0,269.0,127.0,269.0,127.0,1.0,1.0
36175ab3-0d66-4437-a86f-9b81ec24d050,1,False,"[(142, 127)]",512,466,116,109,512,142,269,269,142,269,142,269,142,269,142,269,142,269,142,269,142,269,142,269,142,269,142,269,142,269.0,142.0,269.0,142.0,269.0,142.0,269.0,142.0,1.0,1.0
