eid,path_time_div,is_sp_pne,Potential,SIP1,SIP2,SCP1,SCP2,SIP1|SIP2,Individual Time In Optimal Social Welfare,Optimal Social Welfare,Min-Min,Individual Time In Min-Min,Min-Max,Individual Time In Min-Max,Min-Sum,Individual Time In Min-Sum,Min-Avg,Individual Time In Min-Avg,Min-Abs,Individual Time In Min-Abs,Max-Min-Surplus,Individual Time In Max-Min-Surplus,Max-Min-Improvement,Individual Time In Max-Min-Improvement,Max-Avg-Improvement,Individual Time In Max-Avg-Improvement,MAX-Nash-Value,Individual Time In MAX-Nash-Value,MIN-Nash-Value,Individual Time In MIN-Nash-Value,MIN-Sum-Surplus,Individual Time In MIN-Sum-Surplus,Kalai_Smorodinsky,Individual Time In Kalai_Smorodinsky,Nash,Individual Time In Nash,Egalitarian,Individual Time In Egalitarian,Utilitarian,Individual Time In Utilitarian,PoA,PoS
4637fa6e-6598-4d80-8359-a01c48e14d3d,10,False,"[(55, 50)]",86,92,44,48,86,55,105,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105.0,55.0,105.0,55.0,105.0,55.0,105.0,55.0,1.0,1.0
64e2da91-f88d-4573-9a25-646582999aab,10,True,"[(56, 67), (60, 55), (62, 51)]",92,76,53,43,92,62,113,113,62,115,60,113,62,113,62,115,60,113,62,113,62,113,62,113,62,123,56,113,62,114.5464,60.4536,113.0001,61.9999,113.0,62.0,113.0,62.0,1.0884955752212389,1.0
64e2da91-f88d-4573-9a25-646582999aab,10,True,"[(67, 56), (55, 60), (51, 62)]",76,92,43,53,76,51,113,113,51,115,55,113,51,113,51,115,55,113,51,113,51,113,51,113,51,123,67,113,51,114.5464,54.0928,113.0001,51.0002,113.0,51.0,113.0,51.0,1.0884955752212389,1.0
0d9ac972-7555-40ce-893d-6f873d7290a9,0,False,"[(64, 59), (53, 64)]",96,118,45,55,96,53,117,117,53,123,64,117,53,117,53,123,64,117,53,117,53,117,53,117,53,123,64,117,53,118.4931,55.7373,117.0,53.0,117.0,53.0,117.0,53.0,1.0512820512820513,1.0
0d9ac972-7555-40ce-893d-6f873d7290a9,0,False,"[(59, 64), (64, 53)]",118,96,55,45,118,64,117,117,64,123,59,117,64,117,64,123,59,117,64,117,64,117,64,117,64,123,59,117,64,118.4931,62.7558,117.0,64.0,117.0,64.0,117.0,64.0,1.0512820512820513,1.0
f5057982-0f27-490c-85fb-db399b87f29b,5,False,"[(80, 69), (73, 84)]",146,146,68,65,146,77,149,149,80,149,80,149,80,149,80,149,80,149,80,149,80,149,80,149,80,157,73,149,80,151.63889999999998,77.6909,149.0,80.0,153.0,76.5,149.0,80.0,1.0536912751677852,1.0
f5057982-0f27-490c-85fb-db399b87f29b,5,False,"[(69, 80), (84, 73)]",146,146,65,68,146,72,149,149,69,149,69,149,69,149,69,149,69,149,69,149,69,149,69,149,69,157,84,149,69,151.63889999999998,73.948,149.0,69.0,153.0,76.5,149.0,69.0,1.0536912751677852,1.0
5f3af7b1-bac3-48c5-bf3d-1632d367b0ae,10,False,"[(50, 55)]",92,86,45,41,92,50,105,105,50,105,50,105,50,105,50,105,50,105,50,105,50,105,50,105,50,105,50,105,50,105.0,50.0,105.0,50.0,105.0,50.0,105.0,50.0,1.0,1.0
5f3af7b1-bac3-48c5-bf3d-1632d367b0ae,10,False,"[(55, 50)]",86,92,41,45,86,55,105,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105,55,105.0,55.0,105.0,55.0,105.0,55.0,105.0,55.0,1.0,1.0
bd4976fa-cdf2-4536-82d0-d77d3c7fad97,0,False,"[(216, 205)]",458,436,210,197,458,213,421,421,216,421,216,421,216,421,216,421,216,421,216,421,216,421,216,421,216,421,216,421,216,421.0,216.0,421.0,216.0,421.0,216.0,421.0,216.0,1.0,1.0
bd4976fa-cdf2-4536-82d0-d77d3c7fad97,0,False,"[(205, 216)]",436,458,197,210,436,208,421,421,205,421,205,421,205,421,205,421,205,421,205,421,205,421,205,421,205,421,205,421,205,421.0,205.0,421.0,205.0,421.0,205.0,421.0,205.0,1.0,1.0
